9.6e-007	604306
5.216e-005	588433
0.00010336	586019
0.00015456	582540
0.00020576	574691
0.00025696	569162
0.00030816	569061
0.00035936	559184
0.00041056	557065
0.00046176	552613
0.00051296	545680
0.00056416	541841
0.00061536	539203
0.00066656	535918
0.00071776	530075
0.00076896	534243
0.00082016	529382
0.00087136	530402
0.00092256	528336
0.00097376	527882
0.00102496	523398
0.00107616	525156
0.00112736	525981
0.00117856	523588
0.00122976	519455
0.00128096	517282
0.00133216	515842
0.00138336	513949
0.00143456	510768
0.00148576	503356
0.00153696	503347
0.00158816	503550
0.00163936	503019
0.00169056	499131
0.00174176	497493
0.00179296	496132
0.00184416	500404
0.00189536	503887
0.00194656	503628
0.00199776	502948
0.00204896	503708
0.00210016	530160
0.00215136	551482
0.00220256	561087
0.00225376	569120
0.00230496	579435
0.00235616	580689
0.00240736	582589
0.00245856	581669
0.00250976	580082
0.00256096	577022
0.00261216	577769
0.00266336	579590
0.00271456	574959
0.00276576	574233
0.00281696	570550
0.00286816	572250
0.00291936	575311
0.00297056	571533
0.00302176	569048
0.00307296	569117
0.00312416	567109
0.00317536	566581
0.00322656	569621
0.00327776	581484
0.00332896	582069
0.00338016	578066
0.00343136	577361
0.00348256	580199
0.00353376	576358
0.00358496	573585
0.00363616	570853
0.00368736	573706
0.00373856	594267
0.00378976	600379
0.00384096	600627
0.00389216	600577
0.00394336	596946
0.00399456	593126
0.00404576	596588
0.00409696	594475
0.00414816	592347
0.00419936	591550
0.00425056	592482
0.00430176	594363
0.00435296	589112
0.00440416	589052
0.00445536	591250
0.00450656	616329
0.00455776	624641
0.00460896	624932
0.00466016	627844
0.00471136	632743
0.00476256	661743
0.00481376	664664
0.00486496	670314
0.00491616	664540
0.00496736	663294
0.00501856	661170
0.00506976	660412
0.00512096	654601
0.00517216	651508
0.00522336	646558
0.00527456	643212
0.00532576	638623
0.00537696	637200
0.00542816	644320
0.00547936	652034
0.00553056	649510
0.00558176	658501
0.00563296	657753
0.00568416	649542
0.00573536	641254
0.00578656	639577
0.00583776	632415
0.00588896	626510
0.00594016	626071
0.00632064	669611
0.00637184	647745
0.00642304	640009
0.00647424	633977
0.00652544	627597
0.00657664	623553
0.00662784	617704
0.00667904	612228
0.00673024	603285
0.00678144	603257
0.00683264	592354
0.00688384	591226
0.00693504	586240
0.00698624	582645
0.00703744	577739
0.00708864	568808
0.00713984	584404
0.00719104	593217
0.00724224	594318
0.00729344	592717
0.00734464	584519
0.00739584	582936
0.00744704	580485
0.00749824	575466
0.00754944	570291
0.00760064	572008
0.00765184	650536
0.00770304	684482
0.00775424	687912
0.00780544	683823
0.00785664	682767
0.00790784	678299
0.00795904	672373
0.00801024	664294
0.00806144	665234
0.00811264	657783
0.00816384	651623
0.00821504	649550
0.00826624	643304
0.00831744	639577
0.00836864	632217
0.00841984	623932
0.00847104	618682
0.00852224	613041
0.00857344	611441
0.00862464	606136
0.00867584	601653
0.00872704	596680
0.00877824	591676
0.00882944	585855
0.00888064	580833
0.00893184	577642
0.00898304	573000
0.00903424	565511
0.00908544	556870
0.00913664	553243
0.00918784	552617
0.00923904	543635
0.00929024	539884
0.00934144	533563
0.00939264	533637
0.00944384	526327
0.00949504	522810
0.00954624	518271
0.00959744	516091
0.00964864	514663
0.00969984	511712
0.00975104	552781
0.00980224	574813
0.00985344	579434
0.00990464	574032
0.00995584	570300
0.010007	565926
0.0100582	559179
0.0101094	551987
0.0101606	549048
0.0102118	546207
0.010263	545063
0.0103142	537180
0.0103654	537156
0.0104166	528567
0.0104678	519662
0.010519	518839
0.0105702	511712
0.0106214	506189
0.0106726	504533
0.0107238	496716
0.010775	491255
0.0108262	484884
0.0108774	482521
0.0109286	479747
0.0109798	473349
0.011031	469033
0.0110822	462857
0.0111334	455196
0.0111846	449342
0.0112358	441647
0.011287	434770
0.0113382	429468
0.0113894	422886
0.0114406	412733
0.0114918	398516
0.011543	387598
0.0120946	886
0.0120949	928
0.0120951	874
0.0120954	871
0.0120956	804
0.0120958	954
0.0120961	885
0.0120963	887
0.0120966	800
0.0120968	837
0.012097	883
0.0120973	874
0.0120975	828
0.0120978	871
0.012098	908
0.0120982	826
0.0120985	850
0.0120987	858
0.012099	896
0.0120992	862
0.0120994	835
0.0120997	857
0.0120999	771
0.0121002	882
0.0121004	897
0.0121006	848
0.0121009	784
0.0121011	963
0.0121014	865
0.0121016	813
0.0121018	929
0.0121021	833
0.0121023	860
0.0121026	936
0.0121028	862
0.012103	781
0.0121033	888
0.0121035	889
0.0121038	926
0.012104	882
0.0121042	821
0.0121045	848
0.0121047	867
0.012105	804
0.0121052	874
0.0121054	916
0.0121057	852
0.0121059	982
0.0121062	845
0.0121064	773
0.0121066	868
0.0121069	940
0.0121071	880
0.0121074	906
0.0121076	802
0.0121078	877
0.0121081	810
0.0121083	755
0.0121086	747
0.0121088	815
0.012109	890
