9.6e-007	228049
1.44e-006	218439
1.92e-006	226739
2.4e-006	212155
2.88e-006	199591
3.36e-006	188628
3.84e-006	202553
4.32e-006	202672
4.8e-006	195777
5.28e-006	190705
5.76e-006	185336
6.24e-006	179701
6.72e-006	176742
7.2e-006	172356
7.68e-006	167856
8.16e-006	164283
8.64e-006	161662
9.12e-006	159141
9.6e-006	153742
1.008e-005	153488
1.056e-005	148959
1.104e-005	146543
1.152e-005	143517
1.2e-005	138421
1.248e-005	139846
1.296e-005	137851
1.344e-005	133611
1.392e-005	131276
1.44e-005	130875
1.488e-005	128725
1.536e-005	125990
1.584e-005	126553
1.632e-005	121711
1.68e-005	120775
1.728e-005	118833
1.776e-005	118343
1.824e-005	117102
1.872e-005	115146
1.92e-005	113062
1.968e-005	111295
2.016e-005	109314
2.064e-005	108721
2.112e-005	106900
2.16e-005	107285
2.208e-005	107556
2.256e-005	104698
2.304e-005	104522
2.352e-005	102272
2.4e-005	101449
2.448e-005	98486
2.496e-005	97196
2.544e-005	97281
2.592e-005	97152
2.64e-005	95512
2.688e-005	93601
2.736e-005	94849
2.784e-005	91584
2.832e-005	91132
2.88e-005	90916
2.928e-005	89188
2.976e-005	87449
3.024e-005	88186
3.072e-005	86585
3.12e-005	86227
3.168e-005	86018
3.216e-005	84569
3.264e-005	83167
3.312e-005	83048
3.36e-005	81968
3.408e-005	82072
3.456e-005	81404
3.504e-005	81179
3.552e-005	79533
3.6e-005	79937
3.648e-005	78393
3.696e-005	77850
3.744e-005	76439
3.792e-005	76245
3.84e-005	76999
3.888e-005	75493
3.936e-005	75472
3.984e-005	74606
4.032e-005	75041
4.08e-005	73332
4.128e-005	73197
4.176e-005	73202
4.224e-005	71731
4.272e-005	71787
4.32e-005	70571
4.368e-005	71955
4.416e-005	71780
4.464e-005	70600
4.512e-005	70422
4.56e-005	69270
4.608e-005	69207
4.656e-005	69470
4.704e-005	67067
4.752e-005	67570
4.8e-005	66967
4.848e-005	66834
4.896e-005	66318
4.944e-005	65653
4.992e-005	65013
5.04e-005	66252
5.088e-005	64820
5.136e-005	65005
5.184e-005	64797
5.232e-005	64296
5.28e-005	64518
5.328e-005	63283
5.376e-005	63916
5.424e-005	62485
5.472e-005	62986
5.52e-005	62036
5.568e-005	61382
5.616e-005	61892
5.664e-005	60777
5.712e-005	61182
5.76e-005	60179
5.808e-005	59844
5.856e-005	58173
5.904e-005	59119
5.952e-005	59569
6e-005	59506
6.048e-005	59661
6.096e-005	59334
6.144e-005	58675
6.192e-005	58273
6.24e-005	58989
6.288e-005	59015
6.336e-005	57951
6.384e-005	57121
6.432e-005	56499
6.48e-005	56937
6.528e-005	57166
6.576e-005	56226
6.624e-005	56187
6.672e-005	56666
6.72e-005	56931
6.768e-005	56812
6.816e-005	55542
6.864e-005	55774
6.912e-005	56150
6.96e-005	55910
7.008e-005	55793
7.056e-005	56531
7.104e-005	55138
7.152e-005	54299
7.2e-005	54611
7.248e-005	54442
7.296e-005	53750
7.344e-005	54245
7.392e-005	54905
7.44e-005	52763
7.488e-005	52878
7.536e-005	52586
7.584e-005	54094
7.632e-005	53473
7.68e-005	53882
7.728e-005	52220
7.776e-005	52029
7.824e-005	51641
7.872e-005	52598
7.92e-005	52042
7.968e-005	51987
8.016e-005	51428
8.064e-005	51902
8.112e-005	50983
8.16e-005	51771
8.208e-005	50563
8.256e-005	50143
8.304e-005	50654
8.352e-005	51670
8.4e-005	50928
8.448e-005	50271
8.496e-005	49254
8.544e-005	49454
8.592e-005	50250
8.64e-005	49967
8.688e-005	49605
8.736e-005	49884
8.784e-005	49594
8.832e-005	49678
8.88e-005	48676
8.928e-005	49412
8.976e-005	49381
9.024e-005	49132
9.072e-005	48325
9.12e-005	48233
9.168e-005	48235
9.216e-005	47537
9.264e-005	47999
9.312e-005	48336
9.36e-005	48016
9.408e-005	47411
9.456e-005	48463
