X,Y
1,258.660
2,253.107
3,251.796
4,250.433
5,247.811
6,246.710
7,244.219
8,241.781
9,240.643
10,238.276
11,236.561
12,234.374
13,232.955
14,232.269
15,232.611
16,232.422
17,230.812
18,230.077
19,229.646
20,229.702
21,229.884
22,229.733
23,229.547
24,228.574
25,227.804
26,227.147
27,226.351
28,223.726
29,222.675
30,221.230
31,219.513
32,219.299
33,219.447
34,219.658
35,219.382
36,218.507
37,220.327
38,221.815
39,221.505
40,221.731
41,223.432
42,233.437
43,243.058
44,248.953
45,251.689
46,256.225
47,258.216
48,259.354
49,258.912
50,257.345
51,256.574
52,257.154
53,257.652
54,256.841
55,256.541
56,255.612
57,256.618
58,256.734
59,256.142
60,255.887
61,255.421
62,254.885
63,254.248
64,256.061
65,262.543
66,261.566
67,261.743
68,260.396
69,261.153
70,260.561
71,259.796
72,259.199
73,261.351
74,271.354
75,272.506
76,274.623
77,274.071
78,272.835
79,272.144
80,272.794
81,272.763
82,270.918
83,269.515
84,271.575
85,272.974
86,270.790
87,271.595
88,271.916
89,282.709
90,288.219
91,288.826
92,288.028
93,291.979
94,306.885
95,308.386
96,309.071
97,308.103
98,307.030
99,307.511
100,306.556
101,305.221
102,304.832
103,302.385
104,300.813
105,298.837
106,297.002
107,302.473
108,305.224
109,304.946
110,310.416
111,309.650
112,305.750
113,302.549
114,300.342
115,299.581
116,296.600
117,297.034
118,289.003
119,272.544
120,271.408
121,269.489
122,267.295
123,264.365
124,263.377
125,261.629
126,257.596
127,255.846
128,252.667
129,250.938
130,250.733
131,247.480
132,245.002
133,242.156
134,249.249
135,253.600
136,253.008
137,252.398
138,250.392
139,248.108
140,245.409
141,244.826
142,242.335
143,241.876
144,275.385
145,292.508
146,295.365
147,294.087
148,291.926
149,291.102
150,290.309
151,288.020
152,287.518
153,284.277
154,281.901
155,281.346
156,278.771
157,279.143
158,276.856
159,272.525
160,268.823
161,267.548
162,265.933
163,264.681
164,264.145
165,262.266
166,258.936
167,257.268
168,256.015
169,254.164
170,251.716
171,248.066
172,246.490
173,244.919
174,242.320
175,241.024
176,239.676
177,237.325
178,236.550
179,233.929
180,230.811
181,229.941
182,229.396
183,226.359
184,225.755
185,243.995
186,254.786
187,256.931
188,256.258
189,254.260
190,252.170
191,250.382
192,248.260
193,246.810
194,246.277
195,245.132
196,243.636
197,242.156
198,239.233
199,235.082
200,233.978
201,231.230
202,229.075
203,227.466
204,226.612
205,222.388
206,220.192
207,218.605
208,216.177
209,213.311
210,211.119
211,206.994
212,204.356
213,202.044
214,199.666
215,197.542
216,194.416
217,189.549
218,185.963
219,179.749
220,173.507
221,0.313
222,0.351
223,0.351
224,0.357
225,0.350
226,0.346
227,0.350
228,0.354
229,0.368
230,0.362
231,0.353
232,0.346
233,0.339
234,0.341
235,0.365
236,0.354
237,0.358
238,0.355
239,0.351
240,0.348
241,0.360
242,0.352
243,0.367
244,0.343
245,0.342
246,0.325
247,0.358
248,0.351
249,0.347
250,0.347
251,0.364
252,0.342
253,0.343
254,0.360
255,0.349
256,0.330
257,0.349
258,0.357
259,0.368
260,0.354
261,0.343
262,0.341
263,0.360
264,0.351
