Time (s),Time + delay (us),lamda (A),E (eV),Trans_OB,Trans_total,Norm_total,,,,,,,,,,,,,
9.60E-07,1.41E+00,3.46E-04,6.82E+05,67.223,2.694,0.040075569,,,,,,,,Source to detector (cm),1610.9,,,,
5.22E-05,5.26E+01,1.29E-02,4.90E+02,65.531,2.682,0.040927195,,,,,,,,,,,,,
0.00010336,1.04E+02,2.55E-02,1.26E+02,62.284,2.669,0.042852097,,,,,,,,Delay (us),0.45,,,,
0.00015456,1.55E+02,3.81E-02,5.64E+01,60.552,2.57,0.042442859,,,,,,,,,,,,,
0.00020576,2.06E+02,5.06E-02,3.19E+01,63.097,2.61,0.041364883,,,,,,,,Lamda range (A),0.000001,0.25,less than 0.25 A,,
0.00025696,2.57E+02,6.32E-02,2.05E+01,67.245,2.54,0.037772325,,,,,,,,E range (eV),8.1787E+13,1308.592,more than 1.3 KeV,,
0.00030816,3.09E+02,7.58E-02,1.42E+01,68.828,2.55,0.037048875,,,,,,,,,,,,,
0.00035936,3.60E+02,8.84E-02,1.05E+01,68.364,2.537,0.037110175,,,,,,,,,,,,,
0.00041056,4.11E+02,1.01E-01,8.03E+00,67.557,2.496,0.036946578,,,,,,,,,,,,,
0.00046176,4.62E+02,1.14E-01,6.35E+00,66.748,2.505,0.037529214,,,,,,,,,,,,,
0.00051296,5.13E+02,1.26E-01,5.14E+00,65.727,2.431,0.036986322,,,,,,,,,,,,,
0.00056416,5.65E+02,1.39E-01,4.25E+00,64.724,2.351,0.036323466,,,,,,,,,,,,,
0.00061536,6.16E+02,1.51E-01,3.58E+00,63.57,2.304,0.036243511,,,,,,,,,,,,,
0.00066656,6.67E+02,1.64E-01,3.05E+00,61.965,2.343,0.037811668,,,,,,,,,,,,,
0.00071776,7.18E+02,1.76E-01,2.63E+00,59.766,2.32,0.038818057,,,,,,,,,,,,,
0.00076896,7.69E+02,1.89E-01,2.29E+00,57.219,2.333,0.04077317,,,,,,,,,,,,,
0.00082016,8.21E+02,2.02E-01,2.01E+00,54.972,2.275,0.041384705,,,,,,,,,,,,,
0.00087136,8.72E+02,2.14E-01,1.78E+00,54.619,2.342,0.042878852,,,,,,,,,,,,,
0.00092256,9.23E+02,2.27E-01,1.59E+00,57.01,2.261,0.039659709,,,,,,,,,,,,,
0.00097376,9.74E+02,2.39E-01,1.43E+00,60.95,2.343,0.038441345,,,,,,,,,,,,,
0.00102496,1.03E+03,2.52E-01,1.29E+00,63.367,2.273,0.035870406,,,,,,,,,,,,,
0.00107616,1.08E+03,2.64E-01,1.17E+00,63.725,2.262,0.035496273,,,,,,,,,,,,,
0.00112736,1.13E+03,2.77E-01,1.07E+00,63.066,2.347,0.037214981,,,,,,,,,,,,,
0.00117856,1.18E+03,2.90E-01,9.76E-01,62.096,2.265,0.036475779,,,,,,,,,,,,,
0.00122976,1.23E+03,3.02E-01,8.96E-01,61.402,2.351,0.038288655,,,,,,,,,,,,,
0.00128096,1.28E+03,3.15E-01,8.26E-01,60.504,2.277,0.037633875,,,,,,,,,,,,,
0.00133216,1.33E+03,3.27E-01,7.64E-01,59.893,2.317,0.038685656,,,,,,,,,,,,,
0.00138336,1.38E+03,3.40E-01,7.08E-01,59.081,2.315,0.039183494,,,,,,,,,,,,,
0.00143456,1.44E+03,3.52E-01,6.59E-01,58.469,2.219,0.037951735,,,,,,,,,,,,,
0.00148576,1.49E+03,3.65E-01,6.14E-01,58.115,2.201,0.037873182,,,,,,,,,,,,,
0.00153696,1.54E+03,3.78E-01,5.74E-01,57.671,2.231,0.038684954,,,,,,,,,,,,,
0.00158816,1.59E+03,3.90E-01,5.37E-01,57.029,2.228,0.039067843,,,,,,,,,,,,,
0.00163936,1.64E+03,4.03E-01,5.04E-01,56.392,2.168,0.03844517,,,,,,,,,,,,,
0.00169056,1.69E+03,4.15E-01,4.74E-01,55.974,2.185,0.039035981,,,,,,,,,,,,,
0.00174176,1.74E+03,4.28E-01,4.47E-01,55.624,2.172,0.039047893,,,,,,,,,,,,,
0.00179296,1.79E+03,4.40E-01,4.22E-01,55.319,2.191,0.039606645,,,,,,,,,,,,,
0.00184416,1.84E+03,4.53E-01,3.99E-01,54.57,2.189,0.040113616,,,,,,,,,,,,,
0.00189536,1.90E+03,4.66E-01,3.77E-01,54.126,2.123,0.039223294,,,,,,,,,,,,,
0.00194656,1.95E+03,4.78E-01,3.58E-01,53.6,2.124,0.039626866,,,,,,,,,,,,,
0.00199776,2.00E+03,4.91E-01,3.40E-01,53.356,2.093,0.039227078,,,,,,,,,,,,,
0.00204896,2.05E+03,5.03E-01,3.23E-01,52.679,2.145,0.040718313,,,,,,,,,,,,,
0.00210016,2.10E+03,5.16E-01,3.07E-01,52.222,2.147,0.041112941,,,,,,,,,,,,,
0.00215136,2.15E+03,5.28E-01,2.93E-01,51.881,2.179,0.041999961,,,,,,,,,,,,,
0.00220256,2.20E+03,5.41E-01,2.79E-01,51.52,2.228,0.043245342,,,,,,,,,,,,,
0.00225376,2.25E+03,5.54E-01,2.67E-01,50.751,2.265,0.044629662,,,,,,,,,,,,,
0.00230496,2.31E+03,5.66E-01,2.55E-01,50.41,2.368,0.046974807,,,,,,,,,,,,,
0.00235616,2.36E+03,5.79E-01,2.44E-01,50.24,2.35,0.046775478,,,,,,,,,,,,,
0.00240736,2.41E+03,5.91E-01,2.34E-01,49.839,2.371,0.047573186,,,,,,,,,,,,,
0.00245856,2.46E+03,6.04E-01,2.24E-01,49.303,2.303,0.046711153,,,,,,,,,,,,,
0.00250976,2.51E+03,6.16E-01,2.15E-01,48.903,2.337,0.047788479,,,,,,,,,,,,,
0.00256096,2.56E+03,6.29E-01,2.07E-01,48.492,2.388,0.049245236,,,,,,,,,,,,,
0.00261216,2.61E+03,6.42E-01,1.99E-01,48.161,2.367,0.049147651,,,,,,,,,,,,,
0.00266336,2.66E+03,6.54E-01,1.91E-01,47.545,2.452,0.051572195,,,,,,,,,,,,,
0.00271456,2.72E+03,6.67E-01,1.84E-01,47.196,2.344,0.049665226,,,,,,,,,,,,,
0.00276576,2.77E+03,6.79E-01,1.77E-01,46.826,2.334,0.049844104,,,,,,,,,,,,,
0.00281696,2.82E+03,6.92E-01,1.71E-01,46.462,2.305,0.049610434,,,,,,,,,,,,,
0.00286816,2.87E+03,7.04E-01,1.65E-01,46.255,2.344,0.050675603,,,,,,,,,,,,,
0.00291936,2.92E+03,7.17E-01,1.59E-01,46.051,2.306,0.050074917,,,,,,,,,,,,,
0.00297056,2.97E+03,7.30E-01,1.54E-01,45.66,2.294,0.050240911,,,,,,,,,,,,,
0.00302176,3.02E+03,7.42E-01,1.48E-01,45.401,2.326,0.051232352,,,,,,,,,,,,,
0.00307296,3.07E+03,7.55E-01,1.44E-01,45.005,2.284,0.050749917,,,,,,,,,,,,,
0.00312416,3.12E+03,7.67E-01,1.39E-01,44.513,2.222,0.049918001,,,,,,,,,,,,,
0.00317536,3.18E+03,7.80E-01,1.34E-01,44.165,2.278,0.051579305,,,,,,,,,,,,,
0.00322656,3.23E+03,7.92E-01,1.30E-01,43.722,2.248,0.051415763,,,,,,,,,,,,,
0.00327776,3.28E+03,8.05E-01,1.26E-01,43.397,2.293,0.052837754,,,,,,,,,,,,,
0.00332896,3.33E+03,8.18E-01,1.22E-01,43.066,2.295,0.053290299,,,,,,,,,,,,,
0.00338016,3.38E+03,8.30E-01,1.19E-01,42.813,2.288,0.053441712,,,,,,,,,,,,,
0.00343136,3.43E+03,8.43E-01,1.15E-01,42.569,2.306,0.054170876,,,,,,,,,,,,,
0.00348256,3.48E+03,8.55E-01,1.12E-01,42.082,2.28,0.054179934,,,,,,,,,,,,,
0.00353376,3.53E+03,8.68E-01,1.09E-01,41.087,2.28,0.055492005,,,,,,,,,,,,,
0.00358496,3.59E+03,8.80E-01,1.05E-01,39.893,2.286,0.057303286,,,,,,,,,,,,,
0.00363616,3.64E+03,8.93E-01,1.03E-01,39.608,2.262,0.057109675,,,,,,,,,,,,,
0.00368736,3.69E+03,9.06E-01,9.97E-02,40.392,2.314,0.057288572,,,,,,,,,,,,,
0.00373856,3.74E+03,9.18E-01,9.70E-02,40.718,2.432,0.059727884,,,,,,,,,,,,,
0.00378976,3.79E+03,9.31E-01,9.44E-02,40.794,2.504,0.061381576,,,,,,,,,,,,,
0.00384096,3.84E+03,9.43E-01,9.19E-02,40.732,2.513,0.061695964,,,,,,,,,,,,,
0.00389216,3.89E+03,9.56E-01,8.95E-02,40.236,2.477,0.061561785,,,,,,,,,,,,,
0.00394336,3.94E+03,9.69E-01,8.72E-02,40.025,2.483,0.062036227,,,,,,,,,,,,,
0.00399456,4.00E+03,9.81E-01,8.50E-02,39.788,2.432,0.061123957,,,,,,,,,,,,,
0.00404576,4.05E+03,9.94E-01,8.28E-02,39.599,2.472,0.062425819,,,,,,,,,,,,,
0.00409696,4.10E+03,1.01E+00,8.08E-02,39.282,2.389,0.060816659,,,,,,,,,,,,,
0.00414816,4.15E+03,1.02E+00,7.88E-02,38.878,2.401,0.061757292,,,,,,,,,,,,,
0.00419936,4.20E+03,1.03E+00,7.69E-02,38.594,2.435,0.063092709,,,,,,,,,,,,,
0.00425056,4.25E+03,1.04E+00,7.50E-02,38.351,2.391,0.06234518,,,,,,,,,,,,,
0.00430176,4.30E+03,1.06E+00,7.33E-02,38.289,2.411,0.062968477,,,,,,,,,,,,,
0.00435296,4.35E+03,1.07E+00,7.16E-02,38.006,2.451,0.064489817,,,,,,,,,,,,,
0.00440416,4.40E+03,1.08E+00,6.99E-02,37.799,2.496,0.066033493,,,,,,,,,,,,,
0.00445536,4.46E+03,1.09E+00,6.83E-02,37.559,2.443,0.06504433,,,,,,,,,,,,,
0.00450656,4.51E+03,1.11E+00,6.68E-02,37.302,2.66,0.071309849,,,,,,,,,,,,,
0.00455776,4.56E+03,1.12E+00,6.53E-02,37.004,2.593,0.070073506,,,,,,,,,,,,,
0.00460896,4.61E+03,1.13E+00,6.38E-02,36.836,2.612,0.070908893,,,,,,,,,,,,,
0.00466016,4.66E+03,1.14E+00,6.24E-02,36.641,2.694,0.073524194,,,,,,,,,,,,,
0.00471136,4.71E+03,1.16E+00,6.11E-02,36.579,2.699,0.073785505,,,,,,,,,,,,,
0.00476256,4.76E+03,1.17E+00,5.98E-02,36.3,2.904,0.08,,,,,,,,,,,,,
0.00481376,4.81E+03,1.18E+00,5.85E-02,35.957,2.88,0.08009567,,,,,,,,,,,,,
0.00486496,4.87E+03,1.19E+00,5.73E-02,35.754,2.927,0.081864966,,,,,,,,,,,,,
0.00491616,4.92E+03,1.21E+00,5.61E-02,35.588,2.925,0.082190626,,,,,,,,,,,,,
0.00496736,4.97E+03,1.22E+00,5.50E-02,35.431,2.867,0.08091784,,,,,,,,,,,,,
0.00501856,5.02E+03,1.23E+00,5.38E-02,35.088,2.896,0.08253534,,,,,,,,,,,,,
0.00506976,5.07E+03,1.25E+00,5.28E-02,34.899,2.929,0.083927906,,,,,,,,,,,,,
0.00512096,5.12E+03,1.26E+00,5.17E-02,34.777,2.92,0.083963539,,,,,,,,,,,,,
0.00517216,5.17E+03,1.27E+00,5.07E-02,34.495,2.89,0.083780258,,,,,,,,,,,,,
0.00522336,5.22E+03,1.28E+00,4.97E-02,34.284,2.901,0.084616731,,,,,,,,,,,,,
0.00527456,5.28E+03,1.30E+00,4.87E-02,34.094,2.878,0.08441368,,,,,,,,,,,,,
0.00532576,5.33E+03,1.31E+00,4.78E-02,34.101,2.85,0.083575262,,,,,,,,,,,,,
0.00537696,5.38E+03,1.32E+00,4.69E-02,33.933,2.83,0.08339964,,,,,,,,,,,,,
0.00542816,5.43E+03,1.33E+00,4.60E-02,33.711,2.851,0.084571801,,,,,,,,,,,,,
0.00547936,5.48E+03,1.35E+00,4.52E-02,33.591,2.939,0.087493674,,,,,,,,,,,,,
0.00553056,5.53E+03,1.36E+00,4.43E-02,33.479,2.94,0.087816243,,,,,,,,,,,,,
0.00558176,5.58E+03,1.37E+00,4.35E-02,33.188,3.085,0.092955285,,,,,,,,,,,,,
0.00563296,5.63E+03,1.38E+00,4.27E-02,32.999,2.986,0.090487591,,,,,,,,,,,,,
0.00568416,5.68E+03,1.40E+00,4.20E-02,32.789,3.06,0.093323981,,,,,,,,,,,,,
0.00573536,5.74E+03,1.41E+00,4.12E-02,32.645,3.048,0.09336805,,,,,,,,,,,,,
0.00578656,5.79E+03,1.42E+00,4.05E-02,32.416,2.945,0.090850197,,,,,,,,,,,,,
0.00583776,5.84E+03,1.43E+00,3.98E-02,32.258,2.957,0.091667183,,,,,,,,,,,,,
0.00588896,5.89E+03,1.45E+00,3.91E-02,32.105,2.83,0.088148264,,,,,,,,,,,,,
0.00594016,5.94E+03,1.46E+00,3.84E-02,31.81,2.924,0.09192078,,,,,,,,,,,,,
0.00632064,6.32E+03,1.55E+00,3.39E-02,31.661,2.745,0.086699725,,,,,,,,,,,,,
0.00637184,6.37E+03,1.56E+00,3.34E-02,31.49,2.595,0.082407113,,,,,,,,,,,,,
0.00642304,6.42E+03,1.58E+00,3.29E-02,31.334,2.553,0.08147699,,,,,,,,,,,,,
0.00647424,6.47E+03,1.59E+00,3.23E-02,31.093,2.559,0.082301483,,,,,,,,,,,,,
0.00652544,6.53E+03,1.60E+00,3.18E-02,30.712,2.52,0.082052618,,,,,,,,,,,,,
0.00657664,6.58E+03,1.62E+00,3.14E-02,30.516,2.464,0.080744527,,,,,,,,,,,,,
0.00662784,6.63E+03,1.63E+00,3.09E-02,30.341,2.484,0.081869418,,,,,,,,,,,,,
0.00667904,6.68E+03,1.64E+00,3.04E-02,30.205,2.491,0.08246979,,,,,,,,,,,,,
0.00673024,6.73E+03,1.65E+00,2.99E-02,30.135,2.359,0.078281069,,,,,,,,,,,,,
0.00678144,6.78E+03,1.67E+00,2.95E-02,29.974,2.4,0.080069393,,,,,,,,,,,,,
0.00683264,6.83E+03,1.68E+00,2.90E-02,29.917,2.459,0.08219407,,,,,,,,,,,,,
0.00688384,6.88E+03,1.69E+00,2.86E-02,29.806,2.384,0.079983896,,,,,,,,,,,,,
0.00693504,6.94E+03,1.70E+00,2.82E-02,29.802,2.323,0.077947789,,,,,,,,,,,,,
0.00698624,6.99E+03,1.72E+00,2.78E-02,29.652,2.361,0.079623634,,,,,,,,,,,,,
0.00703744,7.04E+03,1.73E+00,2.74E-02,29.449,2.434,0.082651363,,,,,,,,,,,,,
0.00708864,7.09E+03,1.74E+00,2.70E-02,29.428,2.274,0.077273345,,,,,,,,,,,,,
0.00713984,7.14E+03,1.75E+00,2.66E-02,29.381,2.329,0.079268915,,,,,,,,,,,,,
0.00719104,7.19E+03,1.77E+00,2.62E-02,29.339,2.353,0.080200416,,,,,,,,,,,,,
0.00724224,7.24E+03,1.78E+00,2.59E-02,29.344,2.326,0.07926663,,,,,,,,,,,,,
0.00729344,7.29E+03,1.79E+00,2.55E-02,29.001,2.394,0.082548878,,,,,,,,,,,,,
0.00734464,7.35E+03,1.80E+00,2.51E-02,28.798,2.284,0.079311063,,,,,,,,,,,,,
0.00739584,7.40E+03,1.82E+00,2.48E-02,28.561,2.265,0.079303946,,,,,,,,,,,,,
0.00744704,7.45E+03,1.83E+00,2.45E-02,28.494,2.266,0.079525514,,,,,,,,,,,,,
0.00749824,7.50E+03,1.84E+00,2.41E-02,28.314,2.278,0.080454899,,,,,,,,,,,,,
0.00754944,7.55E+03,1.85E+00,2.38E-02,28.269,2.201,0.077859139,,,,,,,,,,,,,
0.00760064,7.60E+03,1.87E+00,2.35E-02,28.022,2.232,0.079651702,,,,,,,,,,,,,
0.00765184,7.65E+03,1.88E+00,2.32E-02,27.831,2.483,0.08921706,,,,,,,,,,,,,
0.00770304,7.70E+03,1.89E+00,2.29E-02,27.739,2.559,0.092252785,,,,,,,,,,,,,
0.00775424,7.75E+03,1.90E+00,2.26E-02,27.641,2.554,0.092398973,,,,,,,,,,,,,
0.00780544,7.81E+03,1.92E+00,2.23E-02,27.421,2.464,0.089858138,,,,,,,,,,,,,
0.00785664,7.86E+03,1.93E+00,2.20E-02,27.289,2.405,0.088130749,,,,,,,,,,,,,
0.00790784,7.91E+03,1.94E+00,2.17E-02,27.195,2.355,0.086596801,,,,,,,,,,,,,
0.00795904,7.96E+03,1.95E+00,2.14E-02,27.064,2.315,0.085537984,,,,,,,,,,,,,
0.00801024,8.01E+03,1.97E+00,2.11E-02,26.961,2.256,0.083676421,,,,,,,,,,,,,
0.00806144,8.06E+03,1.98E+00,2.09E-02,26.879,2.198,0.081773876,,,,,,,,,,,,,
0.00811264,8.11E+03,1.99E+00,2.06E-02,26.77,2.027,0.075719089,,,,,,,,,,,,,
0.00816384,8.16E+03,2.00E+00,2.03E-02,26.706,1.959,0.073354302,,,,,,,,,,,,,
0.00821504,8.22E+03,2.02E+00,2.01E-02,26.554,1.942,0.073133991,,,,,,,,,,,,,
0.00826624,8.27E+03,2.03E+00,1.98E-02,26.55,1.921,0.072354049,,,,,,,,,,,,,
0.00831744,8.32E+03,2.04E+00,1.96E-02,26.344,1.836,0.069693289,,,,,,,,,,,,,
0.00836864,8.37E+03,2.06E+00,1.94E-02,26.208,1.826,0.069673382,,,,,,,,,,,,,
0.00841984,8.42E+03,2.07E+00,1.91E-02,26.083,1.828,0.070083963,,,,,,,,,,,,,
0.00847104,8.47E+03,2.08E+00,1.89E-02,25.982,1.785,0.068701409,,,,,,,,,,,,,
0.00852224,8.52E+03,2.09E+00,1.87E-02,25.894,1.802,0.069591411,,,,,,,,,,,,,
0.00857344,8.57E+03,2.11E+00,1.84E-02,25.735,1.766,0.068622499,,,,,,,,,,,,,
0.00862464,8.63E+03,2.12E+00,1.82E-02,25.571,1.807,0.070665989,,,,,,,,,,,,,
0.00867584,8.68E+03,2.13E+00,1.80E-02,25.4,1.7,0.066929134,,,,,,,,,,,,,
0.00872704,8.73E+03,2.14E+00,1.78E-02,25.298,1.698,0.06711993,,,,,,,,,,,,,
0.00877824,8.78E+03,2.16E+00,1.76E-02,25.181,1.735,0.068901156,,,,,,,,,,,,,
0.00882944,8.83E+03,2.17E+00,1.74E-02,25.124,1.691,0.067306161,,,,,,,,,,,,,
0.00888064,8.88E+03,2.18E+00,1.72E-02,25.114,1.622,0.06458549,,,,,,,,,,,,,
0.00893184,8.93E+03,2.19E+00,1.70E-02,25.018,1.699,0.067911104,,,,,,,,,,,,,
0.00898304,8.98E+03,2.21E+00,1.68E-02,24.965,1.693,0.067814941,,,,,,,,,,,,,
0.00903424,9.03E+03,2.22E+00,1.66E-02,24.811,1.617,0.065172706,,,,,,,,,,,,,
0.00908544,9.09E+03,2.23E+00,1.64E-02,24.703,1.642,0.06646966,,,,,,,,,,,,,
0.00913664,9.14E+03,2.24E+00,1.62E-02,24.493,1.659,0.067733638,,,,,,,,,,,,,
0.00918784,9.19E+03,2.26E+00,1.61E-02,24.41,1.651,0.067636215,,,,,,,,,,,,,
0.00923904,9.24E+03,2.27E+00,1.59E-02,24.235,1.551,0.063998349,,,,,,,,,,,,,
0.00929024,9.29E+03,2.28E+00,1.57E-02,24.123,1.575,0.065290387,,,,,,,,,,,,,
0.00934144,9.34E+03,2.29E+00,1.55E-02,24.014,1.591,0.066253019,,,,,,,,,,,,,
0.00939264,9.39E+03,2.31E+00,1.54E-02,23.942,1.549,0.06469802,,,,,,,,,,,,,
0.00944384,9.44E+03,2.32E+00,1.52E-02,23.875,1.521,0.063706806,,,,,,,,,,,,,
0.00949504,9.50E+03,2.33E+00,1.50E-02,23.812,1.533,0.064379305,,,,,,,,,,,,,
0.00954624,9.55E+03,2.34E+00,1.49E-02,23.765,1.54,0.064801178,,,,,,,,,,,,,
0.00959744,9.60E+03,2.36E+00,1.47E-02,23.712,1.504,0.0634278,,,,,,,,,,,,,
0.00964864,9.65E+03,2.37E+00,1.46E-02,23.578,1.491,0.063236916,,,,,,,,,,,,,
0.00969984,9.70E+03,2.38E+00,1.44E-02,23.465,1.43,0.060941828,,,,,,,,,,,,,
0.00975104,9.75E+03,2.39E+00,1.43E-02,23.448,1.575,0.067169908,,,,,,,,,,,,,
0.00980224,9.80E+03,2.41E+00,1.41E-02,23.35,1.645,0.070449679,,,,,,,,,,,,,
0.00985344,9.85E+03,2.42E+00,1.40E-02,23.229,1.649,0.07098885,,,,,,,,,,,,,
0.00990464,9.91E+03,2.43E+00,1.38E-02,22.973,1.599,0.069603448,,,,,,,,,,,,,
0.00995584,9.96E+03,2.45E+00,1.37E-02,22.774,1.628,0.071485027,,,,,,,,,,,,,
0.010007,1.00E+04,2.46E+00,1.35E-02,22.51,1.605,0.071301644,,,,,,,,,,,,,
0.0100582,1.01E+04,2.47E+00,1.34E-02,22.363,1.619,0.072396369,,,,,,,,,,,,,
0.0101094,1.01E+04,2.48E+00,1.33E-02,22.204,1.551,0.069852279,,,,,,,,,,,,,
0.0101606,1.02E+04,2.50E+00,1.31E-02,22.31,1.561,0.069968624,,,,,,,,,,,,,
0.0102118,1.02E+04,2.51E+00,1.30E-02,22.369,1.599,0.071482856,,,,,,,,,,,,,
0.010263,1.03E+04,2.52E+00,1.29E-02,22.398,1.532,0.068398964,,,,,,,,,,,,,
0.0103142,1.03E+04,2.53E+00,1.27E-02,22.383,1.544,0.068980923,,,,,,,,,,,,,
0.0103654,1.04E+04,2.55E+00,1.26E-02,22.289,1.507,0.067611826,,,,,,,,,,,,,
0.0104166,1.04E+04,2.56E+00,1.25E-02,22.107,1.547,0.069977835,,,,,,,,,,,,,
0.0104678,1.05E+04,2.57E+00,1.24E-02,22,1.473,0.066954545,,,,,,,,,,,,,
0.010519,1.05E+04,2.58E+00,1.23E-02,21.963,1.48,0.067386058,,,,,,,,,,,,,
0.0105702,1.06E+04,2.60E+00,1.21E-02,21.766,1.434,0.065882569,,,,,,,,,,,,,
0.0106214,1.06E+04,2.61E+00,1.20E-02,21.729,1.425,0.065580561,,,,,,,,,,,,,
0.0106726,1.07E+04,2.62E+00,1.19E-02,21.627,1.404,0.064918851,,,,,,,,,,,,,
0.0107238,1.07E+04,2.63E+00,1.18E-02,21.63,1.42,0.065649561,,,,,,,,,,,,,
0.010775,1.08E+04,2.65E+00,1.17E-02,21.453,1.426,0.06647089,,,,,,,,,,,,,
0.0108262,1.08E+04,2.66E+00,1.16E-02,21.426,1.369,0.063894334,,,,,,,,,,,,,
0.0108774,1.09E+04,2.67E+00,1.15E-02,21.349,1.441,0.067497307,,,,,,,,,,,,,
0.0109286,1.09E+04,2.68E+00,1.14E-02,21.218,1.372,0.064662079,,,,,,,,,,,,,
0.0109798,1.10E+04,2.70E+00,1.12E-02,21.243,1.343,0.063220826,,,,,,,,,,,,,
0.011031,1.10E+04,2.71E+00,1.11E-02,21.208,1.368,0.064503961,,,,,,,,,,,,,
0.0110822,1.11E+04,2.72E+00,1.10E-02,21.146,1.33,0.062896056,,,,,,,,,,,,,
0.0111334,1.11E+04,2.73E+00,1.09E-02,21.098,1.294,0.061332828,,,,,,,,,,,,,
0.0111846,1.12E+04,2.75E+00,1.08E-02,21.011,1.322,0.062919423,,,,,,,,,,,,,
0.0112358,1.12E+04,2.76E+00,1.07E-02,20.83,1.286,0.061737878,,,,,,,,,,,,,
0.011287,1.13E+04,2.77E+00,1.06E-02,20.715,1.284,0.06198407,,,,,,,,,,,,,
0.0113382,1.13E+04,2.78E+00,1.05E-02,20.651,1.291,0.062515132,,,,,,,,,,,,,
0.0113894,1.14E+04,2.80E+00,1.05E-02,20.543,1.233,0.060020445,,,,,,,,,,,,,
0.0114406,1.14E+04,2.81E+00,1.04E-02,20.556,1.219,0.059301421,,,,,,,,,,,,,
0.0114918,1.15E+04,2.82E+00,1.03E-02,20.398,1.189,0.058290028,,,,,,,,,,,,,
0.011543,1.15E+04,2.83E+00,1.02E-02,20.335,1.163,0.057192033,,,,,,,,,,,,,
0.0120946,1.21E+04,2.97E+00,9.27E-03,20.29,0.003,0.000147856,,,,,,,,,,,,,
0.0120949,1.21E+04,2.97E+00,9.27E-03,20.222,0.004,0.000197804,,,,,,,,,,,,,
0.0120951,1.21E+04,2.97E+00,9.27E-03,20.191,0.002,9.9054E-05,,,,,,,,,,,,,
0.0120954,1.21E+04,2.97E+00,9.27E-03,20.198,0.004,0.000198039,,,,,,,,,,,,,
0.0120956,1.21E+04,2.97E+00,9.27E-03,20.07,0.002,9.96512E-05,,,,,,,,,,,,,
0.0120958,1.21E+04,2.97E+00,9.27E-03,19.961,0.003,0.000150293,,,,,,,,,,,,,
0.0120961,1.21E+04,2.97E+00,9.27E-03,19.979,0.003,0.000150158,,,,,,,,,,,,,
0.0120963,1.21E+04,2.97E+00,9.27E-03,19.816,0.005,0.000252321,,,,,,,,,,,,,
0.0120966,1.21E+04,2.97E+00,9.27E-03,19.793,0.003,0.000151569,,,,,,,,,,,,,
0.0120968,1.21E+04,2.97E+00,9.27E-03,19.731,0.002,0.000101363,,,,,,,,,,,,,
0.012097,1.21E+04,2.97E+00,9.27E-03,19.671,0.004,0.000203345,,,,,,,,,,,,,
0.0120973,1.21E+04,2.97E+00,9.27E-03,19.551,0.004,0.000204593,,,,,,,,,,,,,
0.0120975,1.21E+04,2.97E+00,9.27E-03,19.572,0.005,0.000255467,,,,,,,,,,,,,
0.0120978,1.21E+04,2.97E+00,9.27E-03,19.412,0.002,0.000103029,,,,,,,,,,,,,
0.012098,1.21E+04,2.97E+00,9.27E-03,19.373,0.001,5.16182E-05,,,,,,,,,,,,,
0.0120982,1.21E+04,2.97E+00,9.26E-03,19.235,0.005,0.000259943,,,,,,,,,,,,,
0.0120985,1.21E+04,2.97E+00,9.26E-03,19.199,0.005,0.00026043,,,,,,,,,,,,,
0.0120987,1.21E+04,2.97E+00,9.26E-03,19.25,0.003,0.000155844,,,,,,,,,,,,,
0.012099,1.21E+04,2.97E+00,9.26E-03,19.14,0.004,0.000208986,,,,,,,,,,,,,
0.0120992,1.21E+04,2.97E+00,9.26E-03,19.15,0.004,0.000208877,,,,,,,,,,,,,
0.0120994,1.21E+04,2.97E+00,9.26E-03,19.135,0.002,0.000104521,,,,,,,,,,,,,
0.0120997,1.21E+04,2.97E+00,9.26E-03,19.067,0.003,0.00015734,,,,,,,,,,,,,
0.0120999,1.21E+04,2.97E+00,9.26E-03,18.958,0.003,0.000158245,,,,,,,,,,,,,
0.0121002,1.21E+04,2.97E+00,9.26E-03,18.834,0.002,0.000106191,,,,,,,,,,,,,
0.0121004,1.21E+04,2.97E+00,9.26E-03,18.77,0.003,0.00015983,,,,,,,,,,,,,
0.0121006,1.21E+04,2.97E+00,9.26E-03,18.684,0.005,0.000267609,,,,,,,,,,,,,
0.0121009,1.21E+04,2.97E+00,9.26E-03,18.549,0.002,0.000107823,,,,,,,,,,,,,
0.0121011,1.21E+04,2.97E+00,9.26E-03,18.402,0.002,0.000108684,,,,,,,,,,,,,
0.0121014,1.21E+04,2.97E+00,9.26E-03,18.37,0.002,0.000108873,,,,,,,,,,,,,
0.0121016,1.21E+04,2.97E+00,9.26E-03,18.368,0.003,0.000163328,,,,,,,,,,,,,
0.0121018,1.21E+04,2.97E+00,9.26E-03,18.422,0.003,0.000162849,,,,,,,,,,,,,
0.0121021,1.21E+04,2.97E+00,9.26E-03,18.323,0.004,0.000218305,,,,,,,,,,,,,
0.0121023,1.21E+04,2.97E+00,9.26E-03,18.2,0.003,0.000164835,,,,,,,,,,,,,
0.0121026,1.21E+04,2.97E+00,9.26E-03,18.149,0.002,0.000110199,,,,,,,,,,,,,
0.0121028,1.21E+04,2.97E+00,9.26E-03,18.152,0.005,0.000275452,,,,,,,,,,,,,
0.012103,1.21E+04,2.97E+00,9.26E-03,18.155,0.004,0.000220325,,,,,,,,,,,,,
0.0121033,1.21E+04,2.97E+00,9.26E-03,18.105,0.002,0.000110467,,,,,,,,,,,,,
