Time (s),Time + delay (us),lamda (A),E (eV),Trans_OB,Trans_total,Norm_total,,,,,,,,,,,,,
0.0123632,1.24E+04,3.04E+00,8.87E-03,4.559,2.185,0.47927177,,,,,,,,,,,,,
0.0123634,1.24E+04,3.04E+00,8.87E-03,4.574,2.112,0.461740271,,,,,,,,,,,,,
0.0123637,1.24E+04,3.04E+00,8.87E-03,4.581,1.97,0.43003711,,,,,,,,,,,,,
0.0123639,1.24E+04,3.04E+00,8.87E-03,4.566,1.835,0.401883487,,,,,,,,,,,,,
0.0123642,1.24E+04,3.04E+00,8.87E-03,4.531,1.759,0.388214522,,,,,,,,,,,,,
0.0123644,1.24E+04,3.04E+00,8.87E-03,4.531,1.732,0.382255573,,,,,,,,,,,,,
0.0123646,1.24E+04,3.04E+00,8.87E-03,4.552,1.79,0.393233743,,,,,,,,,,,,,
0.0123649,1.24E+04,3.04E+00,8.87E-03,4.561,1.776,0.389388292,,,,,,,,,,,,,
0.0123651,1.24E+04,3.04E+00,8.87E-03,4.53,1.845,0.407284768,,,,,,,,,,,,,
0.0123654,1.24E+04,3.04E+00,8.87E-03,4.553,2.019,0.443443883,,,,,,,,,,,,,
0.0123656,1.24E+04,3.04E+00,8.87E-03,4.572,2.065,0.451662292,,,,,,,,,,,,,
0.0123658,1.24E+04,3.04E+00,8.87E-03,4.514,2.202,0.487815685,,,,,,,,,,,,,
0.0123661,1.24E+04,3.04E+00,8.87E-03,4.505,2.261,0.501886792,,,,,,,,,,,,,
0.0123663,1.24E+04,3.04E+00,8.87E-03,4.52,2.298,0.50840708,,,,,,,,,,,,,
0.0123666,1.24E+04,3.04E+00,8.87E-03,4.503,2.322,0.515656229,,,,,,,,,,,,,
0.0123668,1.24E+04,3.04E+00,8.87E-03,4.495,2.376,0.528587319,,,,,,,,,,,,,
0.012367,1.24E+04,3.04E+00,8.87E-03,4.493,2.459,0.547295793,,,,,,,,,,,,,
0.0123673,1.24E+04,3.04E+00,8.87E-03,4.55,2.375,0.521978022,,,,,,,,,,,,,
0.0123675,1.24E+04,3.04E+00,8.87E-03,4.472,2.368,0.529516995,,,,,,,,,,,,,
0.0123678,1.24E+04,3.04E+00,8.87E-03,4.491,2.356,0.524604765,,,,,,,,,,,,,
0.012368,1.24E+04,3.04E+00,8.86E-03,4.522,2.428,0.536930562,,,,,,,,,,,,,
0.0123682,1.24E+04,3.04E+00,8.86E-03,4.525,2.467,0.54519337,,,,,,,,,,,,,
0.0123685,1.24E+04,3.04E+00,8.86E-03,4.489,2.527,0.562931611,,,,,,,,,,,,,
0.0123687,1.24E+04,3.04E+00,8.86E-03,4.486,2.5,0.557289345,,,,,,,,,,,,,
0.012369,1.24E+04,3.04E+00,8.86E-03,4.484,2.534,0.565120428,,,,,,,,,,,,,
0.0123692,1.24E+04,3.04E+00,8.86E-03,4.495,2.501,0.556395996,,,,,,,,,,,,,
0.0123694,1.24E+04,3.04E+00,8.86E-03,4.511,2.605,0.577477278,,,,,,,,,,,,,
0.0123697,1.24E+04,3.04E+00,8.86E-03,4.497,2.532,0.563042028,,,,,,,,,,,,,
0.0123699,1.24E+04,3.04E+00,8.86E-03,4.515,2.471,0.547286822,,,,,,,,,,,,,
0.0123702,1.24E+04,3.04E+00,8.86E-03,4.454,2.431,0.545801527,,,,,,,,,,,,,
0.0123704,1.24E+04,3.04E+00,8.86E-03,4.484,2.41,0.537466548,,,,,,,,,,,,,
0.0123706,1.24E+04,3.04E+00,8.86E-03,4.475,2.446,0.546592179,,,,,,,,,,,,,
0.0123709,1.24E+04,3.04E+00,8.86E-03,4.444,2.437,0.548379838,,,,,,,,,,,,,
0.0123711,1.24E+04,3.04E+00,8.86E-03,4.446,2.499,0.562078273,,,,,,,,,,,,,
0.0123714,1.24E+04,3.04E+00,8.86E-03,4.444,2.439,0.548829883,,,,,,,,,,,,,
0.0123716,1.24E+04,3.04E+00,8.86E-03,4.456,2.494,0.559694794,,,,,,,,,,,,,
0.0123718,1.24E+04,3.04E+00,8.86E-03,4.466,2.46,0.550828482,,,,,,,,,,,,,
0.0123721,1.24E+04,3.04E+00,8.86E-03,4.462,2.417,0.541685343,,,,,,,,,,,,,
0.0123723,1.24E+04,3.04E+00,8.86E-03,4.471,2.445,0.546857526,,,,,,,,,,,,,
0.0123726,1.24E+04,3.04E+00,8.86E-03,4.456,2.441,0.547800718,,,,,,,,,,,,,
0.0123728,1.24E+04,3.04E+00,8.86E-03,4.409,2.444,0.554320708,,,,,,,,,,,,,
0.012373,1.24E+04,3.04E+00,8.86E-03,4.411,2.493,0.565177964,,,,,,,,,,,,,
0.0123733,1.24E+04,3.04E+00,8.86E-03,4.414,2.525,0.572043498,,,,,,,,,,,,,
0.0123735,1.24E+04,3.04E+00,8.86E-03,4.418,2.502,0.566319602,,,,,,,,,,,,,
0.0123738,1.24E+04,3.04E+00,8.86E-03,4.412,2.402,0.544424297,,,,,,,,,,,,,
0.012374,1.24E+04,3.04E+00,8.86E-03,4.414,2.432,0.550974173,,,,,,,,,,,,,
0.0123742,1.24E+04,3.04E+00,8.86E-03,4.387,2.461,0.56097561,,,,,,,,,,,,,
0.0123745,1.24E+04,3.04E+00,8.86E-03,4.396,2.455,0.558462238,,,,,,,,,,,,,
0.0123747,1.24E+04,3.04E+00,8.86E-03,4.394,2.457,0.559171598,,,,,,,,,,,,,
0.012375,1.24E+04,3.04E+00,8.85E-03,4.387,2.458,0.560291771,,,,,,,,,,,,,
0.0123752,1.24E+04,3.04E+00,8.85E-03,4.422,2.489,0.562867481,,,,,,,,,,,,,
0.0123754,1.24E+04,3.04E+00,8.85E-03,4.374,2.456,0.561499771,,,,,,,,,,,,,
0.0123757,1.24E+04,3.04E+00,8.85E-03,4.369,2.517,0.576104372,,,,,,,,,,,,,
0.0123759,1.24E+04,3.04E+00,8.85E-03,4.392,2.486,0.566029144,,,,,,,,,,,,,
0.0123762,1.24E+04,3.04E+00,8.85E-03,4.408,2.485,0.563747731,,,,,,,,,,,,,
0.0123764,1.24E+04,3.04E+00,8.85E-03,4.393,2.446,0.556794901,,,,,,,,,,,,,
0.0123766,1.24E+04,3.04E+00,8.85E-03,4.361,2.409,0.552396239,,,,,,,,,,,,,
0.0123769,1.24E+04,3.04E+00,8.85E-03,4.397,2.492,0.566750057,,,,,,,,,,,,,
0.0123771,1.24E+04,3.04E+00,8.85E-03,4.381,2.477,0.565396028,,,,,,,,,,,,,
0.0123774,1.24E+04,3.04E+00,8.85E-03,4.4,2.439,0.554318182,,,,,,,,,,,,,
0.0123776,1.24E+04,3.04E+00,8.85E-03,4.379,2.534,0.578670929,,,,,,,,,,,,,
0.0123778,1.24E+04,3.04E+00,8.85E-03,4.378,2.511,0.573549566,,,,,,,,,,,,,
0.0123781,1.24E+04,3.04E+00,8.85E-03,4.373,2.437,0.55728333,,,,,,,,,,,,,
0.0123783,1.24E+04,3.04E+00,8.85E-03,4.368,2.499,0.572115385,,,,,,,,,,,,,
0.0123786,1.24E+04,3.04E+00,8.85E-03,4.347,2.504,0.576029446,,,,,,,,,,,,,
0.0123788,1.24E+04,3.04E+00,8.85E-03,4.361,2.57,0.589314377,,,,,,,,,,,,,
0.012379,1.24E+04,3.04E+00,8.85E-03,4.407,2.452,0.556387565,,,,,,,,,,,,,
0.0123793,1.24E+04,3.04E+00,8.85E-03,4.323,2.582,0.597270414,,,,,,,,,,,,,
0.0123795,1.24E+04,3.04E+00,8.85E-03,4.327,2.525,0.583545181,,,,,,,,,,,,,
0.0123798,1.24E+04,3.04E+00,8.85E-03,4.349,2.525,0.58059324,,,,,,,,,,,,,
0.01238,1.24E+04,3.04E+00,8.85E-03,4.355,2.487,0.571067738,,,,,,,,,,,,,
0.0123802,1.24E+04,3.04E+00,8.85E-03,4.382,2.499,0.57028754,,,,,,,,,,,,,
0.0123805,1.24E+04,3.04E+00,8.85E-03,4.361,2.533,0.580830085,,,,,,,,,,,,,
0.0123807,1.24E+04,3.04E+00,8.85E-03,4.379,2.477,0.565654259,,,,,,,,,,,,,
0.012381,1.24E+04,3.04E+00,8.85E-03,4.363,2.511,0.57552143,,,,,,,,,,,,,
0.0123812,1.24E+04,3.04E+00,8.85E-03,4.35,2.534,0.582528736,,,,,,,,,,,,,
0.0123814,1.24E+04,3.04E+00,8.85E-03,4.364,2.508,0.574702108,,,,,,,,,,,,,
0.0123817,1.24E+04,3.04E+00,8.85E-03,4.333,2.487,0.573967228,,,,,,,,,,,,,
0.0123819,1.24E+04,3.04E+00,8.85E-03,4.355,2.531,0.581171068,,,,,,,,,,,,,
0.0123822,1.24E+04,3.04E+00,8.84E-03,4.342,2.453,0.564947029,,,,,,,,,,,,,
0.0123824,1.24E+04,3.04E+00,8.84E-03,4.32,2.395,0.554398148,,,,,,,,,,,,,
0.0123826,1.24E+04,3.04E+00,8.84E-03,4.331,2.398,0.553682752,,,,,,,,,,,,,
0.0123829,1.24E+04,3.04E+00,8.84E-03,4.334,2.482,0.572681126,,,,,,,,,,,,,
0.0123831,1.24E+04,3.04E+00,8.84E-03,4.335,2.472,0.570242215,,,,,,,,,,,,,
0.0123834,1.24E+04,3.04E+00,8.84E-03,4.332,2.333,0.538550323,,,,,,,,,,,,,
0.0123836,1.24E+04,3.04E+00,8.84E-03,4.283,2.422,0.565491478,,,,,,,,,,,,,
0.0123838,1.24E+04,3.04E+00,8.84E-03,4.344,2.424,0.55801105,,,,,,,,,,,,,
0.0123841,1.24E+04,3.04E+00,8.84E-03,4.364,2.298,0.526581118,,,,,,,,,,,,,
0.0123843,1.24E+04,3.04E+00,8.84E-03,4.321,2.384,0.551724138,,,,,,,,,,,,,
0.0123846,1.24E+04,3.04E+00,8.84E-03,4.274,2.347,0.5491343,,,,,,,,,,,,,
0.0123848,1.24E+04,3.04E+00,8.84E-03,4.32,2.342,0.54212963,,,,,,,,,,,,,
0.012385,1.24E+04,3.04E+00,8.84E-03,4.29,2.431,0.566666667,,,,,,,,,,,,,
0.0123853,1.24E+04,3.04E+00,8.84E-03,4.322,2.366,0.547431745,,,,,,,,,,,,,
0.0123855,1.24E+04,3.04E+00,8.84E-03,4.307,2.456,0.570234502,,,,,,,,,,,,,
0.0123858,1.24E+04,3.04E+00,8.84E-03,4.301,2.442,0.567774936,,,,,,,,,,,,,
0.012386,1.24E+04,3.04E+00,8.84E-03,4.274,2.342,0.547964436,,,,,,,,,,,,,
0.0123862,1.24E+04,3.04E+00,8.84E-03,4.269,2.511,0.588193956,,,,,,,,,,,,,
0.0123865,1.24E+04,3.04E+00,8.84E-03,4.255,2.451,0.576028202,,,,,,,,,,,,,
0.0123867,1.24E+04,3.04E+00,8.84E-03,4.285,2.479,0.578529755,,,,,,,,,,,,,
0.012387,1.24E+04,3.04E+00,8.84E-03,4.273,2.426,0.567750995,,,,,,,,,,,,,
0.0123872,1.24E+04,3.04E+00,8.84E-03,4.259,2.383,0.559521014,,,,,,,,,,,,,
0.0123874,1.24E+04,3.04E+00,8.84E-03,4.277,2.508,0.586392331,,,,,,,,,,,,,
0.0123877,1.24E+04,3.04E+00,8.84E-03,4.293,2.422,0.564174237,,,,,,,,,,,,,
0.0123879,1.24E+04,3.04E+00,8.84E-03,4.288,2.409,0.561800373,,,,,,,,,,,,,
0.0123882,1.24E+04,3.04E+00,8.84E-03,4.284,2.427,0.566526611,,,,,,,,,,,,,
0.0123884,1.24E+04,3.04E+00,8.84E-03,4.325,2.392,0.553063584,,,,,,,,,,,,,
0.0123886,1.24E+04,3.04E+00,8.84E-03,4.294,2.449,0.570330694,,,,,,,,,,,,,
0.0123889,1.24E+04,3.04E+00,8.84E-03,4.339,2.407,0.554736114,,,,,,,,,,,,,
0.0123891,1.24E+04,3.04E+00,8.83E-03,4.38,2.455,0.560502283,,,,,,,,,,,,,
0.0123894,1.24E+04,3.04E+00,8.83E-03,4.386,2.363,0.53875969,,,,,,,,,,,,,
0.0123896,1.24E+04,3.04E+00,8.83E-03,4.41,2.474,0.560997732,,,,,,,,,,,,,
0.0123898,1.24E+04,3.04E+00,8.83E-03,4.434,2.446,0.551646369,,,,,,,,,,,,,
0.0123901,1.24E+04,3.04E+00,8.83E-03,4.441,2.505,0.564062148,,,,,,,,,,,,,
0.0123903,1.24E+04,3.04E+00,8.83E-03,4.435,2.489,0.561217587,,,,,,,,,,,,,
0.0123906,1.24E+04,3.04E+00,8.83E-03,4.413,2.488,0.563788806,,,,,,,,,,,,,
0.0123908,1.24E+04,3.04E+00,8.83E-03,4.428,2.466,0.556910569,,,,,,,,,,,,,
0.012391,1.24E+04,3.04E+00,8.83E-03,4.424,2.491,0.563065099,,,,,,,,,,,,,
0.0123913,1.24E+04,3.04E+00,8.83E-03,4.409,2.533,0.574506691,,,,,,,,,,,,,
0.0123915,1.24E+04,3.04E+00,8.83E-03,4.403,2.466,0.560072678,,,,,,,,,,,,,
0.0123918,1.24E+04,3.04E+00,8.83E-03,4.407,2.4,0.544588155,,,,,,,,,,,,,
0.012392,1.24E+04,3.04E+00,8.83E-03,4.345,2.444,0.562485616,,,,,,,,,,,,,
0.0123922,1.24E+04,3.04E+00,8.83E-03,4.301,2.43,0.564984887,,,,,,,,,,,,,
0.0123925,1.24E+04,3.04E+00,8.83E-03,4.26,2.404,0.564319249,,,,,,,,,,,,,
0.0123927,1.24E+04,3.04E+00,8.83E-03,4.25,2.386,0.561411765,,,,,,,,,,,,,
0.012393,1.24E+04,3.04E+00,8.83E-03,4.242,2.442,0.575671853,,,,,,,,,,,,,
0.0123932,1.24E+04,3.04E+00,8.83E-03,4.23,2.477,0.585579196,,,,,,,,,,,,,
0.0123934,1.24E+04,3.04E+00,8.83E-03,4.184,2.37,0.566443595,,,,,,,,,,,,,
0.0123937,1.24E+04,3.04E+00,8.83E-03,4.125,2.419,0.586424242,,,,,,,,,,,,,
0.0123939,1.24E+04,3.04E+00,8.83E-03,4.135,2.425,0.586457074,,,,,,,,,,,,,
0.0123942,1.24E+04,3.04E+00,8.83E-03,4.171,2.439,0.584751858,,,,,,,,,,,,,
0.0123944,1.24E+04,3.04E+00,8.83E-03,4.174,2.454,0.587925252,,,,,,,,,,,,,
0.0123946,1.24E+04,3.04E+00,8.83E-03,4.143,2.388,0.576393917,,,,,,,,,,,,,
0.0123949,1.24E+04,3.04E+00,8.83E-03,4.155,2.393,0.575932611,,,,,,,,,,,,,
0.0123951,1.24E+04,3.04E+00,8.83E-03,4.127,2.435,0.590016961,,,,,,,,,,,,,
0.0123954,1.24E+04,3.04E+00,8.83E-03,4.131,2.463,0.596223675,,,,,,,,,,,,,
0.0123956,1.24E+04,3.04E+00,8.83E-03,4.139,2.447,0.591205605,,,,,,,,,,,,,
0.0123958,1.24E+04,3.04E+00,8.83E-03,4.159,2.48,0.596297187,,,,,,,,,,,,,
0.0123961,1.24E+04,3.04E+00,8.82E-03,4.139,2.524,0.609809133,,,,,,,,,,,,,
0.0123963,1.24E+04,3.04E+00,8.82E-03,4.15,2.495,0.601204819,,,,,,,,,,,,,
0.0123966,1.24E+04,3.04E+00,8.82E-03,4.175,2.479,0.593772455,,,,,,,,,,,,,
0.0123968,1.24E+04,3.04E+00,8.82E-03,4.187,2.471,0.590160019,,,,,,,,,,,,,
0.012397,1.24E+04,3.04E+00,8.82E-03,4.199,2.474,0.589187902,,,,,,,,,,,,,
0.0123973,1.24E+04,3.04E+00,8.82E-03,4.151,2.459,0.592387377,,,,,,,,,,,,,
0.0123975,1.24E+04,3.04E+00,8.82E-03,4.118,2.444,0.593491986,,,,,,,,,,,,,
0.0123978,1.24E+04,3.04E+00,8.82E-03,4.131,2.43,0.588235294,,,,,,,,,,,,,
0.012398,1.24E+04,3.04E+00,8.82E-03,4.137,2.413,0.583272903,,,,,,,,,,,,,
0.0123982,1.24E+04,3.04E+00,8.82E-03,4.139,2.364,0.571152452,,,,,,,,,,,,,
0.0123985,1.24E+04,3.04E+00,8.82E-03,4.132,2.399,0.580590513,,,,,,,,,,,,,
0.0123987,1.24E+04,3.04E+00,8.82E-03,4.14,2.377,0.574154589,,,,,,,,,,,,,
0.012399,1.24E+04,3.05E+00,8.82E-03,4.117,2.501,0.607481176,,,,,,,,,,,,,
0.0123992,1.24E+04,3.05E+00,8.82E-03,4.131,2.408,0.582909707,,,,,,,,,,,,,
0.0123994,1.24E+04,3.05E+00,8.82E-03,4.142,2.362,0.570255915,,,,,,,,,,,,,
0.0123997,1.24E+04,3.05E+00,8.82E-03,4.138,2.365,0.571532141,,,,,,,,,,,,,
0.0123999,1.24E+04,3.05E+00,8.82E-03,4.138,2.396,0.579023683,,,,,,,,,,,,,
0.0124002,1.24E+04,3.05E+00,8.82E-03,4.133,2.407,0.582385676,,,,,,,,,,,,,
0.0124004,1.24E+04,3.05E+00,8.82E-03,4.156,2.346,0.564485082,,,,,,,,,,,,,
0.0124006,1.24E+04,3.05E+00,8.82E-03,4.111,2.324,0.565312576,,,,,,,,,,,,,
0.0124009,1.24E+04,3.05E+00,8.82E-03,4.13,2.336,0.565617433,,,,,,,,,,,,,
0.0124011,1.24E+04,3.05E+00,8.82E-03,4.124,2.392,0.580019399,,,,,,,,,,,,,
0.0124014,1.24E+04,3.05E+00,8.82E-03,4.157,2.381,0.572768824,,,,,,,,,,,,,
0.0124016,1.24E+04,3.05E+00,8.82E-03,4.147,2.44,0.58837714,,,,,,,,,,,,,
0.0124018,1.24E+04,3.05E+00,8.82E-03,4.149,2.399,0.578211617,,,,,,,,,,,,,
0.0124021,1.24E+04,3.05E+00,8.82E-03,4.209,2.41,0.572582561,,,,,,,,,,,,,
0.0124023,1.24E+04,3.05E+00,8.82E-03,4.182,2.388,0.571018651,,,,,,,,,,,,,
0.0124026,1.24E+04,3.05E+00,8.82E-03,4.194,2.474,0.58989032,,,,,,,,,,,,,
0.0124028,1.24E+04,3.05E+00,8.82E-03,4.178,2.389,0.571804691,,,,,,,,,,,,,
0.012403,1.24E+04,3.05E+00,8.82E-03,4.175,2.311,0.553532934,,,,,,,,,,,,,
0.0124033,1.24E+04,3.05E+00,8.81E-03,4.172,2.407,0.576941515,,,,,,,,,,,,,
0.0124035,1.24E+04,3.05E+00,8.81E-03,4.151,2.399,0.577933028,,,,,,,,,,,,,
0.0124038,1.24E+04,3.05E+00,8.81E-03,4.182,2.444,0.584409374,,,,,,,,,,,,,
0.012404,1.24E+04,3.05E+00,8.81E-03,4.144,2.359,0.569256757,,,,,,,,,,,,,
0.0124042,1.24E+04,3.05E+00,8.81E-03,4.107,2.395,0.583150718,,,,,,,,,,,,,
0.0124045,1.24E+04,3.05E+00,8.81E-03,4.082,2.395,0.586722195,,,,,,,,,,,,,
0.0124047,1.24E+04,3.05E+00,8.81E-03,4.069,2.42,0.594740723,,,,,,,,,,,,,
0.012405,1.24E+04,3.05E+00,8.81E-03,4.087,2.372,0.580376805,,,,,,,,,,,,,
0.0124052,1.24E+04,3.05E+00,8.81E-03,4.101,2.475,0.603511339,,,,,,,,,,,,,
0.0124054,1.24E+04,3.05E+00,8.81E-03,4.104,2.372,0.57797271,,,,,,,,,,,,,
0.0124057,1.24E+04,3.05E+00,8.81E-03,4.079,2.381,0.5837215,,,,,,,,,,,,,
0.0124059,1.24E+04,3.05E+00,8.81E-03,4.091,2.385,0.582987045,,,,,,,,,,,,,
0.0124062,1.24E+04,3.05E+00,8.81E-03,4.12,2.384,0.578640777,,,,,,,,,,,,,
0.0124064,1.24E+04,3.05E+00,8.81E-03,4.124,2.364,0.573229874,,,,,,,,,,,,,
0.0124066,1.24E+04,3.05E+00,8.81E-03,4.146,2.393,0.577182827,,,,,,,,,,,,,
0.0124069,1.24E+04,3.05E+00,8.81E-03,4.194,2.309,0.550548402,,,,,,,,,,,,,
0.0124071,1.24E+04,3.05E+00,8.81E-03,4.173,2.293,0.549484783,,,,,,,,,,,,,
0.0124074,1.24E+04,3.05E+00,8.81E-03,4.176,2.338,0.5598659,,,,,,,,,,,,,
0.0124076,1.24E+04,3.05E+00,8.81E-03,4.201,2.368,0.563675315,,,,,,,,,,,,,
0.0124078,1.24E+04,3.05E+00,8.81E-03,4.19,2.276,0.543198091,,,,,,,,,,,,,
0.0124081,1.24E+04,3.05E+00,8.81E-03,4.176,2.208,0.528735632,,,,,,,,,,,,,
0.0124083,1.24E+04,3.05E+00,8.81E-03,4.152,2.231,0.537331407,,,,,,,,,,,,,
0.0124086,1.24E+04,3.05E+00,8.81E-03,4.115,2.198,0.534143378,,,,,,,,,,,,,
0.0124088,1.24E+04,3.05E+00,8.81E-03,4.08,2.137,0.52377451,,,,,,,,,,,,,
0.012409,1.24E+04,3.05E+00,8.81E-03,4.11,2.077,0.505352798,,,,,,,,,,,,,
0.0124093,1.24E+04,3.05E+00,8.81E-03,4.023,2.029,0.504349988,,,,,,,,,,,,,
0.0124095,1.24E+04,3.05E+00,8.81E-03,4.067,2.022,0.497172363,,,,,,,,,,,,,
0.0124098,1.24E+04,3.05E+00,8.81E-03,4.043,1.898,0.469453376,,,,,,,,,,,,,
0.01241,1.24E+04,3.05E+00,8.81E-03,4.06,1.973,0.485960591,,,,,,,,,,,,,
0.0124102,1.24E+04,3.05E+00,8.80E-03,4.006,1.998,0.498751872,,,,,,,,,,,,,
0.0124105,1.24E+04,3.05E+00,8.80E-03,4.028,2.107,0.523088381,,,,,,,,,,,,,
0.0124107,1.24E+04,3.05E+00,8.80E-03,4.03,2.026,0.502729529,,,,,,,,,,,,,
0.012411,1.24E+04,3.05E+00,8.80E-03,4.035,2.2,0.545229244,,,,,,,,,,,,,
0.0124112,1.24E+04,3.05E+00,8.80E-03,4.055,2.205,0.54377312,,,,,,,,,,,,,
0.0124114,1.24E+04,3.05E+00,8.80E-03,4.055,2.22,0.547472256,,,,,,,,,,,,,
0.0124117,1.24E+04,3.05E+00,8.80E-03,4.045,2.216,0.547836836,,,,,,,,,,,,,
0.0124119,1.24E+04,3.05E+00,8.80E-03,4.072,2.245,0.55132613,,,,,,,,,,,,,
0.0124122,1.24E+04,3.05E+00,8.80E-03,4.027,2.276,0.565185001,,,,,,,,,,,,,
0.0124124,1.24E+04,3.05E+00,8.80E-03,4.036,2.369,0.586967294,,,,,,,,,,,,,
0.0124126,1.24E+04,3.05E+00,8.80E-03,4.041,2.305,0.570403366,,,,,,,,,,,,,
0.0124129,1.24E+04,3.05E+00,8.80E-03,4.026,2.356,0.585196225,,,,,,,,,,,,,
0.0124131,1.24E+04,3.05E+00,8.80E-03,4.056,2.375,0.585552268,,,,,,,,,,,,,
0.0124134,1.24E+04,3.05E+00,8.80E-03,4.054,2.387,0.588801184,,,,,,,,,,,,,
0.0124136,1.24E+04,3.05E+00,8.80E-03,4.069,2.342,0.575571393,,,,,,,,,,,,,
0.0124138,1.24E+04,3.05E+00,8.80E-03,4.023,2.358,0.586129754,,,,,,,,,,,,,
0.0124141,1.24E+04,3.05E+00,8.80E-03,3.986,2.424,0.60812845,,,,,,,,,,,,,
0.0124143,1.24E+04,3.05E+00,8.80E-03,3.964,2.295,0.578960646,,,,,,,,,,,,,
0.0124146,1.24E+04,3.05E+00,8.80E-03,3.993,2.376,0.595041322,,,,,,,,,,,,,
0.0124148,1.24E+04,3.05E+00,8.80E-03,4.021,2.358,0.586421288,,,,,,,,,,,,,
0.012415,1.24E+04,3.05E+00,8.80E-03,3.977,2.432,0.611516218,,,,,,,,,,,,,
0.0124153,1.24E+04,3.05E+00,8.80E-03,3.982,2.395,0.601456554,,,,,,,,,,,,,
0.0124155,1.24E+04,3.05E+00,8.80E-03,3.999,2.457,0.614403601,,,,,,,,,,,,,
0.0124158,1.24E+04,3.05E+00,8.80E-03,4.002,2.343,0.585457271,,,,,,,,,,,,,
0.012416,1.24E+04,3.05E+00,8.80E-03,3.987,2.257,0.566089792,,,,,,,,,,,,,
0.0124162,1.24E+04,3.05E+00,8.80E-03,3.993,2.295,0.574755823,,,,,,,,,,,,,
0.0124165,1.24E+04,3.05E+00,8.80E-03,3.975,2.277,0.572830189,,,,,,,,,,,,,
0.0124167,1.24E+04,3.05E+00,8.80E-03,3.966,2.361,0.595310136,,,,,,,,,,,,,
0.012417,1.24E+04,3.05E+00,8.80E-03,3.948,2.325,0.588905775,,,,,,,,,,,,,
0.0124172,1.24E+04,3.05E+00,8.79E-03,3.92,2.282,0.582142857,,,,,,,,,,,,,
0.0124174,1.24E+04,3.05E+00,8.79E-03,3.936,2.278,0.578760163,,,,,,,,,,,,,
0.0124177,1.24E+04,3.05E+00,8.79E-03,3.93,2.379,0.605343511,,,,,,,,,,,,,
0.0124179,1.24E+04,3.05E+00,8.79E-03,3.957,2.367,0.59818044,,,,,,,,,,,,,
0.0124182,1.24E+04,3.05E+00,8.79E-03,3.934,2.357,0.59913574,,,,,,,,,,,,,
0.0124184,1.24E+04,3.05E+00,8.79E-03,3.928,2.402,0.611507128,,,,,,,,,,,,,
0.0124186,1.24E+04,3.05E+00,8.79E-03,3.951,2.402,0.607947355,,,,,,,,,,,,,
0.0124189,1.24E+04,3.05E+00,8.79E-03,3.967,2.408,0.607007814,,,,,,,,,,,,,
0.0124191,1.24E+04,3.05E+00,8.79E-03,3.936,2.314,0.587906504,,,,,,,,,,,,,
0.0124194,1.24E+04,3.05E+00,8.79E-03,3.954,2.405,0.608244815,,,,,,,,,,,,,
0.0124196,1.24E+04,3.05E+00,8.79E-03,3.934,2.311,0.587442806,,,,,,,,,,,,,
0.0124198,1.24E+04,3.05E+00,8.79E-03,3.921,2.33,0.594236164,,,,,,,,,,,,,
0.0124201,1.24E+04,3.05E+00,8.79E-03,3.948,2.312,0.585612969,,,,,,,,,,,,,
0.0124203,1.24E+04,3.05E+00,8.79E-03,3.95,2.314,0.585822785,,,,,,,,,,,,,
0.0124206,1.24E+04,3.05E+00,8.79E-03,3.947,2.389,0.605269825,,,,,,,,,,,,,
0.0124208,1.24E+04,3.05E+00,8.79E-03,3.885,2.36,0.607464607,,,,,,,,,,,,,
0.012421,1.24E+04,3.05E+00,8.79E-03,3.902,2.36,0.604818042,,,,,,,,,,,,,
0.0124213,1.24E+04,3.05E+00,8.79E-03,3.933,2.416,0.614289347,,,,,,,,,,,,,
0.0124215,1.24E+04,3.05E+00,8.79E-03,3.926,2.406,0.612837494,,,,,,,,,,,,,
0.0124218,1.24E+04,3.05E+00,8.79E-03,3.938,2.426,0.616048756,,,,,,,,,,,,,
0.012422,1.24E+04,3.05E+00,8.79E-03,3.911,2.423,0.619534646,,,,,,,,,,,,,
0.0124222,1.24E+04,3.05E+00,8.79E-03,3.931,2.358,0.599847367,,,,,,,,,,,,,
0.0124225,1.24E+04,3.05E+00,8.79E-03,3.926,2.403,0.612073357,,,,,,,,,,,,,
0.0124227,1.24E+04,3.05E+00,8.79E-03,3.9,2.44,0.625641026,,,,,,,,,,,,,
0.012423,1.24E+04,3.05E+00,8.79E-03,3.913,2.321,0.593151035,,,,,,,,,,,,,
0.0124232,1.24E+04,3.05E+00,8.79E-03,3.943,2.362,0.599036267,,,,,,,,,,,,,
0.0124234,1.24E+04,3.05E+00,8.79E-03,3.894,2.343,0.601694915,,,,,,,,,,,,,
0.0124237,1.24E+04,3.05E+00,8.79E-03,3.892,2.304,0.591983556,,,,,,,,,,,,,
0.0124239,1.24E+04,3.05E+00,8.79E-03,3.904,2.354,0.602971311,,,,,,,,,,,,,
0.0124242,1.24E+04,3.05E+00,8.78E-03,3.903,2.39,0.612349475,,,,,,,,,,,,,
0.0124244,1.24E+04,3.05E+00,8.78E-03,3.887,2.375,0.611011063,,,,,,,,,,,,,
0.0124246,1.24E+04,3.05E+00,8.78E-03,3.879,2.428,0.625934519,,,,,,,,,,,,,
0.0124249,1.24E+04,3.05E+00,8.78E-03,3.889,2.357,0.606068398,,,,,,,,,,,,,
