X,Y
1,456.707
2,446.003
3,443.950
4,440.967
5,436.313
6,433.996
7,431.308
8,426.241
9,422.662
10,419.204
11,415.569
12,411.025
13,407.783
14,405.871
15,406.757
16,406.983
17,404.327
18,404.495
19,403.669
20,400.975
21,401.608
22,400.559
23,401.750
24,401.089
25,398.542
26,396.066
27,394.447
28,392.296
29,389.578
30,386.313
31,383.797
32,384.991
33,385.182
34,383.867
35,383.246
36,382.425
37,385.840
38,388.258
39,388.151
40,386.888
41,389.102
42,406.789
43,421.084
44,431.184
45,435.994
46,444.320
47,449.724
48,449.299
49,447.650
50,445.812
51,444.125
52,445.084
53,445.581
54,444.473
55,442.347
56,442.509
57,443.592
58,443.011
59,441.364
60,440.483
61,442.521
62,440.124
63,439.671
64,443.873
65,454.758
66,454.692
67,452.473
68,450.196
69,452.690
70,450.297
71,447.940
72,446.798
73,448.644
74,466.368
75,469.776
76,471.205
77,473.859
78,472.190
79,470.357
80,469.727
81,468.888
82,466.640
83,467.141
84,469.070
85,471.014
86,467.839
87,466.607
88,468.700
89,489.023
90,497.171
91,496.298
92,498.469
93,505.722
94,531.270
95,534.212
96,535.706
97,533.939
98,530.212
99,531.406
100,529.604
101,526.763
102,523.756
103,519.596
104,515.201
105,512.229
106,511.446
107,519.195
108,524.254
109,523.814
110,532.482
111,530.720
112,525.003
113,519.575
114,515.420
115,513.270
116,507.045
117,504.963
118,489.889
119,468.088
120,463.159
121,459.502
122,454.059
123,448.705
124,446.715
125,443.219
126,437.719
127,433.278
128,430.254
129,430.194
130,425.743
131,421.167
132,419.392
133,413.158
134,424.071
135,432.101
136,432.188
137,429.383
138,426.742
139,425.650
140,425.189
141,421.557
142,417.055
143,417.592
144,478.311
145,504.913
146,505.159
147,506.722
148,505.851
149,499.541
150,496.223
151,492.884
152,492.976
153,488.283
154,483.243
155,481.764
156,478.454
157,474.446
158,469.648
159,464.678
160,460.205
161,456.949
162,455.146
163,452.077
164,447.316
165,444.184
166,437.369
167,435.112
168,433.621
169,427.281
170,423.992
171,420.132
172,416.966
173,413.028
174,409.092
175,404.292
176,402.349
177,397.961
178,395.376
179,392.351
180,388.261
181,385.867
182,382.640
183,382.312
184,382.947
185,414.714
186,430.682
187,433.750
188,431.752
189,428.276
190,423.825
191,420.520
192,416.681
193,414.257
194,412.515
195,409.789
196,406.209
197,401.828
198,396.985
199,392.871
200,388.864
201,383.794
202,379.428
203,380.261
204,378.008
205,371.550
206,364.879
207,362.468
208,360.258
209,355.325
210,351.132
211,345.317
212,341.176
213,336.876
214,331.048
215,324.717
216,320.226
217,314.242
218,306.106
219,295.007
220,281.174
221,0.541
222,0.620
223,0.617
224,0.606
225,0.618
226,0.612
227,0.606
228,0.613
229,0.607
230,0.607
231,0.598
232,0.591
233,0.594
234,0.616
235,0.618
236,0.577
237,0.577
238,0.616
239,0.598
240,0.604
241,0.582
242,0.601
243,0.604
244,0.589
245,0.606
246,0.608
247,0.621
248,0.585
249,0.601
250,0.585
251,0.590
252,0.596
253,0.594
254,0.610
255,0.586
256,0.594
257,0.588
258,0.595
259,0.612
260,0.597
261,0.606
262,0.605
263,0.572
264,0.593
265,0.574
266,0.591
267,0.611
268,0.567
269,0.589
270,0.600
271,0.602
272,0.595
273,0.603
274,0.585
275,0.583
276,0.602
277,0.598
278,0.596
279,0.597
280,0.580
281,0.591
282,0.604
283,0.585
284,0.610
285,0.610
286,0.615
287,0.585
288,0.583
289,0.606
290,0.580
291,0.576
292,0.582
293,0.630
294,7.459
295,42.570
296,81.064
297,57.956
298,45.065
299,53.348
300,53.706
301,49.144
302,51.391
303,45.423
304,35.671
305,30.758
306,26.637
307,22.093
308,19.439
309,20.445
310,18.236
311,13.855
312,12.126
313,15.575
314,17.531
315,16.989
316,15.688
317,14.014
318,12.121
319,10.691
320,9.633
321,8.203
322,10.853
323,14.608
324,15.262
325,14.288
326,13.289
327,13.309
328,13.051
329,12.840
330,12.665
331,12.363
332,11.915
333,11.539
334,11.899
335,11.744
336,11.495
337,11.362
338,11.182
339,11.130
340,11.118
341,11.016
342,10.861
343,10.655
344,10.546
345,10.408
346,10.435
347,10.256
348,10.001
349,10.162
350,10.403
351,10.226
352,10.050
353,9.815
354,9.814
355,9.721
356,9.763
357,9.479
358,8.500
359,8.552
360,9.328
361,9.476
362,9.515
363,9.353
364,9.318
365,9.203
366,9.143
367,9.119
368,9.122
369,9.048
370,8.872
371,8.911
372,8.944
373,8.964
374,8.730
375,8.758
376,8.657
377,8.685
378,8.586
379,8.383
380,8.469
381,8.521
382,8.440
383,8.369
384,8.411
385,8.487
386,8.538
387,8.450
388,8.363
389,8.288
390,8.269
391,8.125
392,7.778
393,7.451
394,7.892
395,7.953
396,7.927
397,7.959
398,8.005
399,7.934
400,7.950
401,8.106
402,8.343
403,8.315
404,8.112
405,7.898
406,7.623
407,7.623
408,7.655
409,7.664
410,7.550
411,7.479
412,7.210
413,6.706
414,6.815
415,7.389
416,7.525
417,7.527
418,7.476
419,7.482
420,7.398
421,7.435
422,7.399
423,7.350
424,7.311
425,7.280
426,7.368
427,7.295
428,7.221
429,7.135
430,7.246
431,7.209
432,7.240
433,7.207
434,7.133
435,7.172
436,7.130
437,7.082
438,7.034
439,7.026
440,6.994
441,6.935
442,6.893
443,6.832
444,6.948
445,6.932
446,6.966
447,6.863
448,6.864
449,6.839
450,6.762
451,6.825
452,6.807
453,6.764
454,6.828
455,6.780
456,6.826
457,6.771
458,6.743
459,6.710
460,6.690
461,6.750
462,6.625
463,6.655
464,6.665
465,6.650
466,6.664
467,6.619
468,6.624
469,6.636
470,6.624
471,6.606
472,6.557
473,6.491
474,6.511
475,6.514
476,6.506
477,6.510
478,6.503
479,6.429
480,6.408
481,6.446
482,6.464
483,6.461
484,6.475
485,6.430
486,6.448
487,6.392
488,6.396
489,6.352
490,6.258
491,6.435
492,6.372
493,6.377
494,6.326
495,6.322
496,6.504
497,6.669
498,6.588
499,6.293
500,6.210
501,6.120
502,6.185
503,6.200
504,6.198
505,6.167
506,6.174
507,6.183
508,6.134
509,6.119
510,6.093
511,6.160
512,6.051
513,6.094
514,6.137
