X,Y
1,337.810
2,329.766
3,327.779
4,326.781
5,322.820
6,321.093
7,318.597
8,315.458
9,313.417
10,311.493
11,308.378
12,305.044
13,303.888
14,301.969
15,302.403
16,302.255
17,299.853
18,300.463
19,299.604
20,299.232
21,298.584
22,298.819
23,298.808
24,298.104
25,296.275
26,295.583
27,293.712
28,292.152
29,289.433
30,287.395
31,286.051
32,286.850
33,286.733
34,285.994
35,285.058
36,284.987
37,287.622
38,288.530
39,288.958
40,289.109
41,291.160
42,303.972
43,317.468
44,324.132
45,327.663
46,333.897
47,337.333
48,336.643
49,336.057
50,335.363
51,334.244
52,334.711
53,335.423
54,333.568
55,332.909
56,332.226
57,333.980
58,333.209
59,332.949
60,332.194
61,332.876
62,331.380
63,331.695
64,333.343
65,342.581
66,341.618
67,340.133
68,339.299
69,340.166
70,339.774
71,337.275
72,336.694
73,339.565
74,351.932
75,353.700
76,356.182
77,356.643
78,354.324
79,354.590
80,354.448
81,353.430
82,352.584
83,351.669
84,353.848
85,355.448
86,351.377
87,352.234
88,353.721
89,367.739
90,374.667
91,374.436
92,375.245
93,380.595
94,397.918
95,401.876
96,403.020
97,401.309
98,398.332
99,400.173
100,399.332
101,396.652
102,395.464
103,392.273
104,389.179
105,386.920
106,386.058
107,392.854
108,396.459
109,395.236
110,401.429
111,401.242
112,397.738
113,392.442
114,390.462
115,388.686
116,384.375
117,384.003
118,375.278
119,355.667
120,351.958
121,350.195
122,346.827
123,342.724
124,341.652
125,338.961
126,333.814
127,331.240
128,327.541
129,326.752
130,325.237
131,321.466
132,319.276
133,314.803
134,323.008
135,329.456
136,329.264
137,326.751
138,325.216
139,324.330
140,320.543
141,319.683
142,317.048
143,316.078
144,360.938
145,381.253
146,384.432
147,383.117
148,381.143
149,378.378
150,376.687
151,373.678
152,374.293
153,370.909
154,366.599
155,366.520
156,363.387
157,361.028
158,358.541
159,354.902
160,352.008
161,347.231
162,346.584
163,344.603
164,341.364
165,339.673
166,336.110
167,332.982
168,331.159
169,329.665
170,326.046
171,321.670
172,318.708
173,316.629
174,313.380
175,311.676
176,308.849
177,306.053
178,304.257
179,301.935
180,298.843
181,297.596
182,296.318
183,293.847
184,294.074
185,318.002
186,331.291
187,334.328
188,332.926
189,329.029
190,326.725
191,324.878
192,320.642
193,320.082
194,319.397
195,317.216
196,313.222
197,312.551
198,308.273
199,304.861
200,302.523
201,298.976
202,295.603
203,294.651
204,292.770
205,288.254
206,283.871
207,282.633
208,279.468
209,276.354
210,272.982
211,268.490
212,265.086
213,262.501
214,257.523
215,254.280
216,249.657
217,243.761
218,238.013
219,229.206
220,219.563
221,0.413
222,0.474
223,0.471
224,0.459
225,0.517
226,0.488
227,0.501
228,0.486
229,0.483
230,0.469
231,0.495
232,0.469
233,0.475
234,0.488
235,0.485
236,0.489
237,0.476
238,0.479
239,0.454
240,0.475
241,0.465
242,0.478
243,0.496
244,0.470
245,0.476
246,0.464
247,0.482
248,0.483
249,0.475
250,0.487
251,0.479
252,0.471
253,0.502
254,0.466
255,0.456
256,0.459
257,0.480
258,0.509
259,0.460
260,0.473
261,0.480
262,0.484
263,0.478
264,0.479
265,0.492
266,0.483
267,0.477
268,0.459
269,0.475
270,0.470
271,0.457
272,0.469
273,0.445
274,0.468
275,0.490
276,0.480
277,0.466
278,0.463
279,0.458
280,0.452
281,0.476
282,0.477
283,0.461
284,0.479
285,0.479
286,0.487
287,0.485
288,0.459
289,0.450
290,0.461
291,0.472
292,0.462
293,0.464
294,3.850
295,24.349
296,51.249
297,38.698
298,28.161
299,33.280
300,33.687
301,30.734
302,31.792
303,28.466
304,22.344
305,19.166
306,16.685
307,13.895
308,12.148
309,12.872
310,11.563
311,8.644
312,7.428
313,9.447
314,10.827
315,10.611
316,9.877
317,8.826
318,7.539
319,6.485
320,5.914
321,4.873
322,6.523
323,9.019
324,9.528
325,8.948
326,8.324
327,8.246
328,8.196
329,8.009
330,7.862
331,7.808
332,7.432
333,7.152
334,7.362
335,7.330
336,7.194
337,7.097
338,6.967
339,6.944
340,6.895
341,6.880
342,6.810
343,6.734
344,6.717
345,6.614
346,6.561
347,6.460
348,6.350
349,6.418
350,6.518
351,6.507
352,6.369
353,6.248
354,6.234
355,6.197
356,6.218
357,5.963
358,5.443
359,5.378
360,5.968
361,6.091
362,6.129
363,6.091
364,5.995
365,5.917
366,5.892
367,5.891
368,5.880
369,5.816
370,5.782
371,5.689
372,5.751
373,5.779
374,5.627
375,5.652
376,5.682
377,5.587
378,5.523
379,5.413
380,5.407
381,5.534
382,5.501
383,5.468
384,5.527
385,5.527
386,5.509
387,5.433
388,5.408
389,5.449
390,5.381
391,5.323
392,5.086
393,4.862
394,5.067
395,5.223
396,5.198
397,5.159
398,5.242
399,5.205
400,5.286
401,5.311
402,5.512
403,5.527
404,5.360
405,5.234
406,5.136
407,5.091
408,5.096
409,4.947
410,4.925
411,4.931
412,4.743
413,4.415
414,4.464
415,4.796
416,4.984
417,4.954
418,4.919
419,4.971
420,4.926
421,4.911
422,4.875
423,4.810
424,4.843
425,4.783
426,4.878
427,4.772
428,4.821
429,4.791
430,4.745
431,4.720
432,4.760
433,4.827
434,4.720
435,4.735
436,4.767
437,4.702
438,4.669
439,4.615
440,4.733
441,4.566
442,4.545
443,4.614
444,4.631
445,4.628
446,4.599
447,4.546
448,4.628
449,4.649
450,4.602
451,4.605
452,4.516
453,4.598
454,4.486
455,4.585
456,4.553
457,4.543
458,4.564
459,4.512
460,4.536
461,4.454
462,4.569
463,4.467
464,4.459
465,4.476
466,4.369
467,4.428
468,4.389
469,4.351
470,4.373
471,4.372
472,4.370
473,4.396
474,4.346
475,4.343
476,4.324
477,4.387
478,4.377
479,4.356
480,4.444
481,4.333
482,4.348
483,4.410
484,4.368
485,4.311
486,4.338
487,4.322
488,4.252
489,4.277
490,4.217
491,4.319
492,4.313
493,4.255
494,4.260
495,4.263
496,4.284
497,4.460
498,4.434
499,4.276
500,4.294
501,4.217
502,4.165
503,4.187
504,4.200
505,4.108
506,4.208
507,4.136
508,4.054
509,4.145
510,4.187
511,4.214
512,4.185
513,4.227
514,4.186
515,4.110
516,4.192
517,4.180
518,4.116
519,4.085
520,4.179
521,4.155
522,4.089
523,4.053
524,4.068
525,4.089
526,4.070
527,4.044
528,4.056
529,4.121
530,4.088
531,4.076
532,4.016
533,4.048
534,4.081
535,4.124
536,4.032
537,4.062
538,4.104
539,4.065
540,4.063
541,3.987
542,3.959
543,3.899
544,3.931
545,3.963
546,3.937
547,3.979
548,3.977
549,3.928
550,3.922
551,3.910
552,3.915
553,3.834
554,3.823
555,3.796
556,3.716
557,3.642
558,3.619
559,3.551
560,3.569
561,3.601
562,3.615
563,3.680
564,3.738
565,3.722
566,3.805
567,3.812
568,3.844
569,3.905
570,3.925
571,3.879
572,3.929
573,3.940
574,3.902
575,3.862
576,3.902
577,3.852
578,3.887
579,3.897
580,3.865
581,3.808
582,3.751
583,3.796
584,3.831
585,3.819
586,3.824
587,3.751
588,3.775
589,3.811
590,3.833
591,3.796
592,3.834
593,3.849
594,3.758
595,3.782
596,3.835
597,3.860
598,3.719
599,3.747
600,3.776
601,3.787
602,3.752
603,3.779
604,3.782
605,3.756
606,3.819
607,3.735
608,3.792
609,3.840
610,3.765
611,3.824
612,3.906
613,3.817
614,3.833
615,3.763
616,3.757
617,3.773
618,3.760
619,3.747
620,3.663
621,3.704
622,3.752
623,3.790
624,3.743
625,3.689
626,3.741
627,3.763
628,3.750
629,3.697
630,3.672
631,3.703
632,3.683
633,3.667
634,3.751
635,3.718
636,3.705
637,3.729
638,3.757
639,3.654
640,3.707
641,3.675
642,3.663
643,3.647
644,3.670
645,3.687
646,3.671
647,3.693
648,3.705
649,3.698
650,3.676
651,3.673
652,3.704
653,3.693
654,3.617
655,3.658
656,3.626
657,3.707
658,3.706
659,3.623
660,3.642
661,3.592
662,3.622
663,3.644
664,3.637
665,3.554
666,3.471
667,3.493
668,3.583
669,3.626
670,3.624
671,3.568
672,3.615
673,3.549
674,3.573
675,3.558
676,3.596
677,3.515
678,3.616
679,3.619
680,3.624
681,3.559
682,3.608
683,3.595
684,3.593
685,3.604
686,3.549
687,3.607
688,3.579
689,3.592
690,3.496
691,3.558
692,3.512
693,3.580
694,3.561
695,3.575
696,3.618
697,3.618
698,3.552
699,3.508
700,3.493
701,3.563
702,3.521
703,3.572
704,3.542
705,3.506
706,3.609
707,3.571
708,3.538
709,3.603
710,3.565
711,3.641
712,3.638
713,3.596
714,3.591
715,3.519
716,3.465
717,3.505
718,3.462
719,3.463
720,3.420
721,3.514
722,3.419
723,3.518
724,3.455
725,3.438
726,3.470
727,3.483
728,3.542
729,3.504
730,3.517
731,3.522
732,3.498
733,3.412
734,3.470
735,3.503
736,3.466
737,3.552
738,3.497
739,3.478
740,3.445
741,3.456
742,3.487
743,3.508
744,3.422
745,3.508
746,3.438
747,3.479
748,3.437
749,3.434
750,3.467
751,3.402
752,3.443
753,3.439
754,3.400
755,3.433
756,3.419
757,3.441
758,3.436
759,3.444
760,3.435
761,3.350
762,3.393
763,3.398
764,3.391
765,3.437
766,3.449
767,3.393
768,3.362
769,3.371
770,3.371
771,3.387
772,3.370
773,3.290
774,3.327
775,3.384
776,3.379
777,3.349
778,3.395
779,3.382
780,3.462
781,3.416
782,3.390
783,3.311
784,3.335
785,3.359
786,3.311
787,3.347
788,3.352
789,3.395
790,3.410
791,3.408
792,3.358
793,3.397
794,3.410
795,3.395
796,3.393
797,3.380
798,3.366
799,3.321
800,3.323
801,3.296
802,3.316
803,3.337
804,3.375
805,3.309
806,3.257
807,3.289
808,3.325
809,3.332
810,3.298
811,3.280
812,3.326
813,3.344
814,3.302
815,3.309
816,3.313
817,3.346
818,3.328
819,3.315
820,3.290
821,3.343
822,3.290
823,3.253
824,3.278
825,3.276
826,3.325
827,3.292
828,3.315
829,3.326
830,3.306
831,3.286
832,3.335
833,3.286
834,3.312
835,3.277
836,3.315
837,3.342
838,3.375
839,3.367
840,3.312
841,3.257
842,3.256
843,3.270
844,3.290
845,3.294
846,3.323
847,3.279
848,3.265
849,3.238
850,3.232
851,3.172
852,3.205
853,3.217
854,3.287
855,3.288
856,3.277
857,3.251
858,3.304
859,3.246
860,3.203
861,3.192
862,3.191
863,3.191
864,3.178
865,2.958
866,2.857
867,2.940
868,3.019
869,3.079
870,3.135
871,3.157
872,3.247
873,3.247
874,3.272
875,3.202
876,3.257
877,3.290
878,3.229
879,3.211
880,3.217
881,3.190
882,3.245
883,3.202
884,3.179
885,3.187
886,3.251
887,3.185
888,3.183
889,3.157
890,3.193
891,3.128
892,3.146
893,3.173
894,3.193
895,3.201
896,3.234
897,3.213
898,3.189
899,3.201
900,3.204
901,3.178
902,3.140
903,3.094
904,3.063
905,3.027
906,3.086
907,3.153
908,3.172
909,3.212
910,3.172
911,3.162
912,3.144
913,3.155
914,3.178
915,3.213
916,3.208
917,3.236
918,3.217
919,3.209
920,3.205
921,3.152
922,3.153
923,3.195
924,3.192
925,3.181
926,3.126
927,3.175
928,3.193
929,3.202
930,3.194
931,3.183
932,3.145
933,3.214
934,3.179
935,3.168
936,3.154
937,3.140
938,3.153
939,3.134
940,3.099
941,3.096
942,3.127
943,3.054
944,3.118
945,3.149
946,3.105
947,3.149
948,3.176
949,3.139
950,3.064
951,3.062
952,3.029
953,3.120
954,3.102
955,3.079
956,3.119
957,3.156
958,3.113
959,3.118
960,3.070
