X,Y
1,2.10479
2,1.99636
3,1.61517
4,1.40128
5,1.52319
6,1.94081
7,2.21356
8,2.22780
9,2.12246
10,2.06338
11,1.98388
12,1.88593
13,1.80897
14,1.68231
15,1.54483
16,1.35192
17,1.13372
18,0.95682
19,1.01943
20,1.32851
21,1.70152
22,1.92690
23,1.96102
24,1.92955
25,1.90923
26,1.89167
27,1.86893
28,1.83072
29,1.81835
30,1.79627
31,1.76126
32,1.79240
33,1.77462
34,1.73388
35,1.74039
36,1.75398
37,1.73200
38,1.69059
39,1.69523
40,1.68341
41,1.67083
42,1.66144
43,1.66685
44,1.64035
45,1.65868
46,1.69479
47,1.62633
48,1.64962
49,1.62732
50,1.65559
51,1.65305
52,1.62456
53,1.63306
54,1.60402
55,1.62566
56,1.62544
57,1.60733
58,1.59828
59,1.60015
60,1.59706
61,1.61882
62,1.65570
63,1.59066
64,1.58470
65,1.61042
66,1.59066
67,1.57884
68,1.55234
69,1.57420
70,1.58547
71,1.52915
72,1.52672
73,1.43827
74,1.31305
75,1.38737
76,1.47085
77,1.54903
78,1.58602
79,1.59894
80,1.55610
81,1.60457
82,1.56769
83,1.52584
84,1.55742
85,1.52893
86,1.52109
87,1.55941
88,1.51104
89,1.50905
90,1.52750
91,1.54726
92,1.53975
93,1.52794
94,1.54251
95,1.55455
96,1.50508
97,1.51469
98,1.53092
99,1.53224
100,1.51082
101,1.50121
102,1.52981
103,1.49790
104,1.52761
105,1.49647
106,1.55897
107,1.50398
108,1.49790
109,1.50762
110,1.51115
111,1.48299
112,1.49360
113,1.51767
114,1.49514
115,1.50563
116,1.51458
117,1.51656
118,1.49558
119,1.49856
120,1.49404
121,1.50320
122,1.46201
123,1.47052
124,1.49602
125,1.47118
126,1.48951
127,1.46334
128,1.47284
129,1.46599
130,1.43573
131,1.48421
132,1.47306
133,1.47008
134,1.43010
135,1.45086
136,1.47493
137,1.49912
138,1.52054
139,1.53854
140,1.57995
141,1.53666
142,1.50928
143,1.48852
144,1.49028
145,1.47449
146,1.45373
147,1.49801
148,1.45793
149,1.47648
150,1.49205
151,1.47692
152,1.48366
153,1.49304
154,1.45837
155,1.44876
156,1.45108
157,1.49161
158,1.46787
159,1.45329
160,1.49867
161,1.47692
162,1.43827
163,1.46820
164,1.49669
165,1.46500
166,1.47096
167,1.47780
168,1.44446
169,1.47924
170,1.47052
171,1.46820
172,1.45141
173,1.45660
174,1.46356
175,1.49150
176,1.47250
177,1.47990
178,1.47239
179,1.45152
180,1.44832
181,1.45351
182,1.43827
183,1.41829
184,1.44114
185,1.44987
186,1.45981
187,1.47703
188,1.48112
189,1.48598
190,1.44556
191,1.43617
192,1.44755
193,1.44070
194,1.45936
195,1.44435
196,1.47549
197,1.43098
198,1.42580
199,1.39212
200,1.45340
201,1.44203
202,1.44810
203,1.43971
204,1.45870
205,1.42624
206,1.41928
207,1.42933
208,1.45141
209,1.45296
210,1.46014
211,1.48333
212,1.43971
213,1.44236
214,1.44015
215,1.43595
216,1.43043
217,1.41729
218,1.42557
219,1.45705
220,1.45671
221,1.44788
222,1.48145
223,1.44589
224,1.45815
225,1.48012
226,1.44987
227,1.44998
228,1.44313
229,1.43253
230,1.44291
231,1.42370
232,1.44998
233,1.44435
234,1.41873
235,1.44976
236,1.43231
237,1.46179
238,1.44037
239,1.42922
240,1.44125
241,1.43419
242,1.43430
243,1.46014
244,1.46754
245,1.46996
246,1.43640
247,1.43264
248,1.41597
249,1.42326
250,1.44203
251,1.41023
252,1.43573
253,1.44655
254,1.47107
255,1.43098
256,1.43143
257,1.46687
258,1.41067
259,1.44159
260,1.46246
261,1.46135
262,1.44567
263,1.43838
264,1.46400
265,1.40183
266,1.42977
267,1.44026
268,1.46996
269,1.44534
270,1.43783
271,1.42591
272,1.43640
273,1.42259
274,1.43375
275,1.45031
276,1.45241
277,1.41829
278,1.42756
279,1.44644
280,1.46974
281,1.45252
282,1.53015
283,1.51402
284,1.45174
285,1.43308
286,1.45053
287,1.42911
288,1.46047
289,1.42204
290,1.43584
291,1.43110
292,1.43198
293,1.41818
294,1.42292
295,1.41000
296,1.39874
297,1.39708
298,1.40205
299,1.36661
300,1.40724
301,1.43463
302,1.41674
303,1.43960
304,1.42712
305,1.41453
306,1.43198
307,1.42789
308,1.44843
309,1.43894
310,1.42149
311,1.44335
312,1.42833
313,1.45572
314,1.42712
315,1.41475
316,1.40360
317,1.39675
318,1.44247
319,1.43805
320,1.42845
321,1.41707
322,1.42613
323,1.41553
324,1.42491
325,1.40746
326,1.43087
327,1.43871
328,1.46754
329,1.45804
330,1.43629
